text	stwr
Und sein Vater hat es noch erlebt. «	DS
» Aber Grete, woher weißt du nur das alles?	DS
Die Geschichte von der großen Tangerschlacht und von dem Tangermünder Schatze, die weißt du	DS
nicht	DS
, und die von dem Fischbecker Pastor weißt du so genau ! «	DS
Grete lachte.	NN
» Und weißt du, wie lang ich sie weiß?	DS
Seit gestern.	DS
Und weißt du von wem?	DS
Von Gigas. «	DS
» Das mußt du mir erzählen. «	DS
» Freilich.	DS
Das will ich auch.	DS
Aber da muß ich weit ausholen. «	DS
» Tu 's nur.	DS
Wir haben ja Zeit. «	DS
» Nun sieh, Valtin, du weißt, ich bin immer weit fort; weit fort in meinen Gedanken.	DS
Und du weißt auch, um deshalb halt ich 's aus.	DS
Und immerabends, wenn ich mit der Regine bin, les ich von Kindern oder schönen Prinzessinnen, die vor einem bösen König oder einer bösen Königin geflohen sind, und es gibt viele solche Geschichten, und nicht bloß in Märchenbüchern, viel, viel mehr, als du dir denken kannst, und mitunter ist es mir, als wären alle Menschen irgendeinmal ihrem Elend entlaufen. «	DS
Valtin schüttelte den Kopf.	NN
» Du schüttelst den Kopf.	DS
Und sieh, das tu ich auch.	DS
Oder doch von Zeit zu Zeit.	DS
Und so war es auch gestern, denn ich hatte wieder einen Traum gehabt, wieder von Flucht, und es war, als flög ich, und mir war im Fliegen so wohl und so leicht.	DS
Aber als ich aufwachte, war ich bedrückt und unruhig in meinem Gemüt.	DS
Und da dacht ich, das soll ein Ende haben:	DS
du wirst Gigas fragen, der soll dir sagen, ob es etwas Böses ist, zu fliehen.	DS
Und so ging ich zu ihm, gestern um die Mittagsstunde, trotzdem ich wohl gehört hatte, daß er selber in Sorg und Unruh sei. «	DS
» Und wie fandest du ihn? «	DS
» Ich fand ihn in seinem Garten zwischen den Beeten, und wir gingen auf und ab, wie er 's gern tut, und sprachen vielerlei, und zuletzt auch von unserm Herrn Kurfürsten, der, wie wir ja schon wußten, eine Nacht und einen Tag auf seiner Tangermünder Burg zu verbleiben gedenke.	DS
Und als ich sah, daß er sich in seinem Gewissen sorgte, gerade so, wie sich's Trud und Gerdt, als sie von ihm sprachen, in unsrem Hause schon zugeflüstert hatten, da faßt ich mir ein Herz und fragt ihn:	DS
was er wohl mein'.	DS
Ob Flucht allemalen ein bös und unrecht Ding sei.	DS
Oder ob es nicht auch ein rechtmäßig und zuständig Beginnen sein könne. «	DS
» Und was antwortete er dir? «	DS
» Er schwieg eine ganze Weile.	DS
Als wir aber an die Bank kamen, die zu Ende des Mittelganges steht, sagte er: › Setz dich, Gret.	DS
Und nun sage mir, wie kommst du zu solcher Frag? ‹	DS
Aber ich gab ihm keine Antwort und wiederholte nur alles und sah ihn fest dabei an.	DS
Und all das konnt ich, ohne mich ihm zu verraten, denn ich hatte wohl bemerkt, daß er an nichts als an den gnädigen und gestrengen Herrn Kurfürsten dachte, der genferisch geworden, und daß er immer nur alles Fährliche vor Augen sah, was ihm selber noch bevorstehen könne.	DS
Und endlich nahm er meine Hand und sagte: › Ja, Grete, das ist eine schwere Frag, und ich denke, wir müssen zum ersten allemal beten, daß wir nicht in Versuchung fallen, und zum zweiten, daß uns die Gnade Gottes überall, wo wir zweifelhaft und unsicher in unsrem Gemüte sind, den rechten Weg finden lasse.	DS
