text	stwr
Ein großer Jubel, besonders von seiten der Damen, belohnte diese meine Erklärung.	RP
Die Gnädigste erhob sich von ihrem Platz und umarmte mich vor der ganzen Gesellschaft.	NN
Nach der Tafel gab es feierliche Aufzüge der Dorfbewohner, glückwünschende Deputationen aus den nächsten Ortschaften und endlich Ball vor dem Haus, unter Gottes freiem Himmel, bei Mondenschein und Sternenschimmer, und Ball im Haus unter den Kronleuchtern bei Kerzenglanz.	NN
Eine Polonaise eröffnete ihn, bei welcher mir die Auszeichnung zuteil wurde, mit der Gnädigsten, die ihre Fingerspitzen auf meinen Arm legte, die Runde um den Saal zumachen.	NN
Den ersten Ländler tanzte ich mit der verehrten Kleinen.	NN
Bis tief in die Nacht dauerte das Fest, und nachdem der letzte Gast sich bei uns empfohlen hatte, empfahlen die Gnädigste und ihre Nichte sich bei mir.	RP
Und ich sage euch, liebe Freunde, ich habe gut und sanft geschlafen und angenehm geträumt, und zwar von der Kleinen.	DS
Wir gingen miteinander spazieren daheim in meinem Garten, und ich hielt sie umschlungen, und sie sprach zu mir:	NN
» Das war ein Irrtum, das mit dem andern Franz.	DS
Du bist der Rechte– du! «	DS
Ein Mensch, der mir die Hand küßte, weckte mich– der Alte, der heute viel weniger ängstlich tat und mich in schmelzendem Tone ersuchte, ich möge geruhen, mich ankleiden zu lassen und mich dann zum Frühstück zu begeben zu der Allergnädigsten und zu meiner jungen Gemahlin.	IS
Das letztere hatte er mit einem für den Scherz um Verzeihung bittenden untertänigen Bückling hinzugesetzt.	RP
Ich gab ihm einen leichten Schlag auf den gekrümmten Rücken und sagte: » Was nicht ist, kann werden «, worauf er mit freundlichem Ernst erwiderte:	DS
» Das walte Gott! « und mir wieder die Hand küßte.	DS
Dieser alte Mensch ist mein getreuer Anhänger geblieben während der ganzen Zeit, die ich noch in Folt zugebracht habe, hat mir auch manchen nützlichen Wink gegeben und mir manches Licht aufgesteckt, das meinen sehr nebeligen Pfad freundlich erhellte.	RP
So zum Beispiel erfuhr ich durch ihn, daß die Gnädigste, als Franz sich um Fräulein Alma bewarb, an einen Gewährsmann in unserer Nähe geschrieben und sich bei ihm nach Herrn Franz von Bauer erkundigt hatte.	IS
Infolge eines Irrtums in ihrem Briefe mußte besagter Gewährsmann meinen, die gewünschte Auskunft beträfe mich, und auf meinen Leumund hin hat Franz das Jawort erhalten.	reported;indirect
Was die Repräsentation anbelangt, die verstand er, und die Gedichte haben auch ihren Effekt gemacht.	NN
Von einer Neigung des Kindes zu ihm fand ich keine Spur, und ihr könnt euch denken, wie ich darauf aus war zu erfahren:	RP
Hat sie ihn liebgehabt, die Kleine, hat sein niederträchtiges Benehmen sie empört?	RP
und schließlich:	RP
Welches Mittel hat die Gnädigste angewendet, um sie zu bewegen, mir zum Altar zu folgen?	RP
Die Lösung des Rätsels war einfach– die Kleine war eben ein Kind; ahnungsvoll und doch gedankenlos, verwöhnt und doch willenlos.	NN
Willenlos!	FI
der einzige dunkle Punkt in der Sache...	FI
Wenn ich fragte:	NN
» Beliebt es Ihnen spazierenzugehen? «	DS
Ja, es beliebte ihr.	indirect freeIndirect
» Beliebt es Ihnen zu Hause zu bleiben? «	DS
Es beliebte ihr gleichfalls.	indirect freeIndirect
» Täten wir nicht besser auszureiten? «	DS
Gewiß, wir täten besser.	indirect freeIndirect
Eines schönen Morgens wanderten wir zusammen im Wald herum.	NN
