text	stwr
Ein starker Grund dafür liegt schon darin, daß der Verfasser sein Werk zuerst als „ Lalebuch " und auch später im „ Grillenvertreiber " als „ Witzenbürgische Geschichten " publiziert, sodaß die Lokalisierung auf Schilda nur eine Episode in diesem Kampfe des eidlichen Satirikers gegen das Kleinbürgertum ist.	NN
Ferner knüpft doch das Lalenbuch seine Erzühlungen nicht an die Visitation, sondern an den berühmten Torgauer Landtag von 1592 an, dessen Einberufung Schönberg mit gefordert, und den er auch mit besucht hat.	RP
Mit Beziehung darauf heißt es in der Einleitung des Lalenbuchs:	NN
„ Als der große Reichstag[Landtag] zu Athen in der Haupt-Statt[ Torgau] &gt; angangen... kame auch selbst eigner Person dahin Udeys der Utopische Keyser[ der Administrator Friedrich Wilhelm von Weimar]... mit jm aber kam auch dahin ein große Meng so wol Edel als Unedel hohes und niedern Standtss: und unter denselben war auch ein Aabc d e f usw.[ der Verfasser] derwegen mitgereyset, so wol der Reichsversamlung beizuwohnen[ alf Mitglied des Ausschusses der sächsischen Stände] als wegen Diensten, damit ich meinem Herrn verpflichtet und verhafftet gewesen "[ ais Hofrichter und Amtshauptmann des Administrators].	DS
Die große Angelegenheit aber, die auf dem Torgauer Landtage zu schlichten war, und die etwas Politisches in den satirischen Roman Schönbergs hineingetragen hat, ist nur zum Scheine die Reinigung Sachsens von der kalvinischen Lehre, in Wahrheit die Wiederaufrichtung des Regiments der üblichen Stände im Gegensatz zu den absolutistischen Bestrebungen des Kanzlers Kreil.	NN
In Sachsen war wie anderwärts beim Ausgang des Mittelalters die fürstliche Macht durch die Mitregierung der adlichen Stände beschränkt gewesen.	NN
Die staatliche Entwicklung aber pflegt vom ständisch beschränkten Fürstentum zum Absolutismus und von da zum Konstitutionalismus zu führen.	NN
In Sachsen hat sich dieser Prozeß gemäß dem hohen Stande der Volksbildung und der Volkswirtschaft eher angesponnen als anderswo, vor allem eher als in Brandenburg, wo er erst mit dem Großen Kurfürsten anhebt.	NN
Schon Kurfürst Moritz war seinem Streben nach Absolutist.	NN
Wenn er auch, besonders bei Festsetzungen über das religiöse Bekenntnis, den Landtag berief, so machte	RP
er doch seine auswärtige Politik auf eigne Faust, und auch finanziell war er von den Ständen fast unabhängig; auf ihn gehn auch die Anfänge einer bezahlten Beamtenschaft bürgerlicher Abkunft zurück.	NN
Sein Bruder und Nachfolger August ließ sich zwar eine gewisse Organisation der Stunde und ihre Mitwirkung in Steuerfragen gefallen, doch war seine Regierung im übrigen sopersönlich, daß der Adel nur zu Einfluß kam, soweit er sich in des Kurfürsten Dienst bequemte.	NN
Noch viel schärfer aber trat das Streben nach fürstlichem Absolutismus unter seinem Sohne Christian I. hervor.	NN
Dessen Werkzeug, in vieler Hinsicht auch sein Leiter, war Dr. Nicolaus Kreil, der Sproß einer Leipziger Juristenfamilie, Sachsens Sullh.	NN
Er schuf aus der Vereinigung des bisherigen Hofrats mit dem Geheimenrat eine einheitliche Verwaltungsbehörde, die aber streng unter seiner eignen und des Kurfürsten Leitung gehalten wurde; er beseitigte die Verpflichtung der Geistlichen auf die Konkordienformel, die trotz ihres schönen Namens eine Verständigung mit den Reformierten verhindert hatte, verbot alles dogmatische Gezänk und machte Kursachsen durch Anbahnung eines Bündnisses mit Brandenburg, Kurpfalz, Hessen, Heinrich IV. von Frankreich und Elisabeth von England u. a. zum Mittelpunkt einer großartigen, der katholischen Reaktion entgegenwirkenden europäischen Politik.	RP
