text	stwr
Was der hauptsächliche Grund ist, warum er ein paar Stunden später auf seinem Eisengestell mit dem größten Behagen die Glieder zur Ruhe legt — ja, das ist eine Eigenschaft seines Kämmerchens, welche den meisten Menschen den Aufenthalt darin verleidet haben würde: das einzige Fenster des Ateliers befindet sich nämlich im Plafond.	NN
Für Leute, die am Fenster zu sitzen lieben, hat diese Einrichtung ihre Schattenseiten; für einen Akademiker, der sein Lebtag nach dem sogenannten einfallenden Licht seufzte, eröffnet das Dachfenster mehr als den Blick in den wirklichen Himmel; er sieht im Geiste schon jetzt die Gebilde seines Schaffens jenes magischen Zaubers theilhaftig werden, den ein tiefes Beschatten der Augenpartien über das ganze Gesicht zu verbreiten pflegt.	RP
Es ist ziemlich gleichgiltig, ob die Traufe eines vorüberziehenden Wölkchens oder ein zu scharfer Sonnenrefler desselben, durch das undichte und nicht verhängte Fenster zu den Augen des Schläfers gelangend, ihn am nächsten Morgen mit der Sonne zugleich vom Lager emportreiben.	NN
Italienisches Blau wölbt sich über ihm, Raphaels Schätze sind in jeder Stunde ihm erreichbar, morgenländische Gestalten werden ihm Modell stehen — er ist in Rom, was fragt er nach den kleinen Miseren, welche das Quartier der Signora Galanino mit sich bringen mag?	RP
Auch daß der jüngste Range seiner Wirthin unmittelbar in seine Morgenstimmung hineinpoltert, um gleich an Ort und Stelle den Sammetrock auszuklopfen, däucht ihm originell und specifisch italienisch genug, um die kleine Unannehmlichkeit aufzuwiegen, daß der Staub seines Rockes nunmehr in seiner Luftröhre ein Unterkommen sucht.	IS
Er entzieht sich der Thätigkeit des Juniors durch die Flucht nach dem Cafe Greco, dem berühmten Sammelplatz der Künstler Roms.	NN
Rafaelo, der erste Bottega dieses Instituts, ist noch nicht aus den Federn und die Thüre hat sich deshalb noch nicht geöffnet.	NN
Berittene Milch- und Butterverkäufer, in Mänteln, die lange Pike kosakenartig in der Hand, galoppiren vorüber.	NN
Kleine Mädchen mit rothem Bufto und goldnem Ohrgehäng holen Holzkohlen in leichten Henkeltöpfchen oder Körben.	NN
Ein dienender Bruder der Capucini der St.	NN
Maria della Concezione watet in seinen Sandalen durch die Bia Condotti, um seinen Sack mit den frischesten Lebensmitteln zu füllen, die er nach eigner Wahl den Landleuten auf Piazza Navona gratis abzunehmen pflegt.	NN
Ein zweirädriger, buntbemalter Wagen mit Gemüsen aus der Villa Poniatowski rollt, von einem geschmückten Pferde gezogen, leicht dahin; das daneben galoppirende Sattelpferd, durch einen Seitenstrang zum Mitziehen verpflichtet, trägt den blaugekleideten Pachter des Gutes, einen bärtigen Mann mit hohen Ledergamaschen, zuckerhutartigem Filze, langem Eisenstock und prangendem Leibgürtel.	NN
Wer sich sonst noch erblicken läßt, verbirgt in dieser frühen Stunde sein Gesicht im Mantel, um den Katarrhen zu entgehen, welche von italischer und namentlich römischer Morgenluft unzertrennlich sind.	NN
Endlich knarren die Riegel des Cafe Greco.	NN
Rafaelo kommt in Pantoffeln und mit verschlafnen Augen zum Vorschein; der Qualm vom Abend vorher sucht ins Freie zu dringen, und während die Laden geöffnet, der Schmuz und die Cigarrenenden hinausgekehrt und die Kaffeekannen vom Herd gehoben werden, nisten die fleißigsten oder doch frühestwachen Bewohner des Künstlerviertels sich in dem kegelbahnähnlichen Hinterbau des engen Raumes ein, um eine Tazza mit Umbra oder eine Mezza dolce hinabzuschlürfen.	NN
