text	stwr
Schon vorher war er zum Brigadegeneral und Oberbefehlshaber aller Freiwilligenkorps ernannt worden.	RP
Denn die Negierung war entschlossen, der Gewalt mit Gewalt zu begegnen; sie erklärte die Stadt in Belagerungszustand und ließ die engen Gassen des Trastevere durch Barrikaden sperren.	reported;indirect
Am 28. April fand auf dem Petersplatze vor dem Kriegsminister Avezzanci eine große Parade der Verteidigungstruppen statt, und zwar unter allgemeiner, stürmischer Begeisterung, wie denn überhaupt kein Zweifel darüber bestehn kann, daß die Mehrheit der römischen Bevölkerung von einer Wiederherstellung des Priesterregiments nichts wissen wollte und eifrig bei der Sache war.	RP
Zur Verfügung standen damals im ganzen vier ziemlich bunt zusammengesetzte, schwache Brigaden.	NN
Als Kommandeur der ersten Brigade übernahm Garibaldi die Walllinie von Porta Portese in der Tiberniederung bis Porta San Pancrazio auf der Höhe; er besetzte aber auch die davor liegenden Villen Doria-Pamfili und Corsini mit ihren ausgedehnten prachtvollen Parks, um die Franzosen möglichst lange vor dem Angriff auf den Wall Urbans des Achten, den Wall, der auf dem Rücken des Janiculums bis zur Porta Cavalleggieri läuft, abzuhalten und schob seine Vorposten noch darüber hinaus bis zur Tenuta Bravetta( nördlich von dem heutigen gleichnamigen Fort) den Franzosen entgegen.	NN
Die Mauer um den Vatikan hielt die zweite Brigade Masini, in Reserve standen die dritte Brigade Savini auf der Piazza Navona, die	NN
vierte Galletti bei der Chiesa nuova( Santa Maria della Ballicella) am heutigen Corso Vittorio Emanuele mit der nicht in Position gebrachten Feldartillerie.	NN
Dudinot rechnete auf keinen ernsten Widerstand, als er am Morgen des 30. April auf der Straße von Civitavecchia heranzog; er unterschätzte die militärische Leistungsfähigkeit seiner Gegner, äußerte geringschätzig:	RP
„ Die Italiener schlagen sich nicht, " und hatte seinen Truppen in seinem Tagesbefehl zuversichtlich zugerufen:	DS
Coûte qui coûte, ce coir à Rome.	DS
Statt dessen stieß er schon bei der Tenuta Bravetta auf den Feind, drängte, da dieser natürlich zurückwich, nach und nahm einen Teil der Villa Doria-Pamfili; aber sein Angriff auf das Vatikanische Viertel bei Porta Cavalleggieri und Porta Angelica( an der Nordseite auf der heutigen Piazza di Risorgimento) wurde blutig abgewiesen, und aus der Villa Pamfili warf Garibaldi die Franzosen nach hitzigem Bajonettkampfe wieder hinaus, wobei Nino Birio ein Bataillon vom 20. französischen Regiment gefangen nahm.	NN
Nach siebenstündigem, oft erbittertem Kampfe wichen die Franzosen auf der ganzen Linie zurück.	NN
Am liebsten hätte nun Garibaldi eine energische Verfolgung eingeleitet, um die Franzosen von Civitavecchia abzuschneiden; aber Mazzini war dagegen, weil er sie aus politischen Gründen nicht bis zum äußersten treiben wollte und auf eine Wendung der französischen Politik hoffte.	RP
So durfte der kühne Freischarenführer nur bis Malagrotta an der Galera folgen.	NN
Unmittelbar darauf erbat Dudinot, niedergeschlagen wie er war, Waffenstillstand und ging nach Civitavecchia zurück.	RP
So wurde der Sieg nicht wirklich ausgenutzt, das Triumvirat entließ sogar am 7. Mai die gefangnen Franzosen bedingungslos, um seine freundschaftliche Gesinnung gegen die französische „ Schwesterrepublik " zu zeigen; immerhin wirkte der 30. April anfeuernd und belebend anf die Verteidiger Roms.	NN
Als deshalb im Kampfe mit den Franzosen eine Pause eintrat, benutzte die römische Regierung diese, ihre schwachen Streitlüste auf die Neapolitaner zu werfen und sich ihrer zu entledigen, bevor die Franzosen wieder angriffen.	NN
