text	stwr
Ich dachte, da ich das Mädchen sah, daß keine Regelmäßigkeit der Kristalle, keine Pracht einer Pflanze, so herrlich sie sei, kein edles Tier, und wenn es das schlankste, kräftigste, feinste Wüstentier ist, so schön zu sein vermöge wie ein Mensch.	IS
Den Ernst in den Mienen des Mädchens würde ich dem Ernste der sixtinischen Madonna vergleichen, wenn ich nicht eine Ungerechtigkeit beginge; denn das Mädchen war schöner als die raphaelische Madonna.	NN
In den Standbildern der Griechen, die auf uns gekommen sind, und auf den Tafeln aller Maler ist diese Gestalt nicht vorhanden.	NN
Von der Stimme des Mädchens konnte ich nichts vernehmen; denn es gab, während ich da war, keinen Laut von sich.	RP
Auch machte es keine Bewegung, und nur bei dem Blinken der Augen sah ich die Regung der Wimpern.	NN
Neben dem Mädchen stand in der Haustür der Wirt mit dem großen Bauche, der grünen Weste, der schwarzen Haube und den weißen Hemdärmeln, und fragte mich, was mir zu Befehl sei.	IS
Ich sagte ihm, daß ich um zwölf Uhr essen kommen werde, und daß er mir dann geben möge, was erhabe.	IS
Ich sagte sonst nichts und betrachtete das Mädchen; aber nur kurz, denn da man mich hatte ankommen sehen, so sendete man mir sofort die Botschaft, die anderen Herren warteten schon auf mich in dem Pfarrhofe.	reported;indirect
Ich ging also in den Pfarrhof, und später an das, was in Neukirchen meines Amtes war.	NN
Um drei Uhr des Nachmittages kam ich erst in den Gasthof zurück; denn wir hatten sämtlich das Mittagessen bei dem Pfarrer einnehmen müssen.	NN
Der Platz vor dem Gasthause war jetzt ganz leer.	NN
Ich trank nun weniger des Durstes als des Wirtes wegen ein Glas Wein, fragte flüchtig um die Zigeuner, hörte, daß sie fort seien, ließ meine Pferde vor den Wagen spannen, saß ein, und rollte dann auf meinem Heimwege dahin, an die Gestalt des Mädchens denkend, und erwägend, ob sie denn so schön gewesen sei wie die der jungenFrau, welche ich vor Jahren auf dem Rigi gesehen hatte.	reported;indirect
Ich fuhr an grünen Bäumen und zwischen grünen Wiesen und Feldern meines Weges und kam nach Hause.	NN
Ich erzählte meiner Frau von dem Vorfalle, und erzählte ihr auch von der jungen Frau.	RP
Ich war nämlich noch ein Schüler der Rechtsschule gewesen, als ich eines Tages mit einem Ränzlein auf dem Rücken, einer kleinen Haube auf dem Kopfe und einem Knotenstocke in der Hand den Rigi emporstieg.	NN
Es waren unser fünf, sämtlich aus derselben Schule und gleich ausgerüstet.	NN
Wir verbrachten die Nacht auf dem Berge, und am Morgen waren wir mit anderen Leuten auf einer Aussicht.	NN
Da stand eine Frau in einem schwarzen Gewande.	NN
Sie trug einen kleinen weißen Fächer in der Hand, am Halse ragte eine schmale weiße Krause aus dem schwarzen Gewande hervor, und auf dem Haupte hatte sie einen runden, gelben, sehr feinen Florentiner Strohhnt.	NN
Manche Menschen des Berges sahen auf die Frau.	NN
Die ungemein großen Augen waren schwärzer als das schwarze Gewand, so waren auch die reichen Haare unter dem Florentiner Hute, die Zähne waren weißer als die Krause und der Fächer, und für die Gestalt war nichts da, womit man sie hätte vergleichen können.	NN
