text	stwr
» Das müssen Sie doch gewollt haben «, sagte Hans leise.	DS
Mareile schwieg noch immer.	RP
Vor diesen heißen Augen wurde ihr feierlich zumute.	NN
» Wir– wir beide miteinander werden anders frei sein, als die– hier «, setzte Hans hinzu.	DS
» Das ist aber zu arg! « rief die Gräfin Blankenhagen.	DS
» Ich bitte zu tanzen.	DS
Es ist hier kein Rout. «	DS
Als Mareile sich erhob, sagte sie– und ihre Stimme klang, als empörte sie sich gegen etwas: » Frei!	DS
Warum muß man frei sein? «	DS
Dann tanzten sie.	NN
Der Tanz war zu Ende.	NN
Mareile eilte in den Wintergarten hinaus.	NN
Aus dem Palmenhause nebenan strömte eine heiße, duftschwere Luft herein.	NN
Mareile setzte sich auf eine versteckte Bank, die Phönixpalmen und Rhododendron umstanden.	NN
Sie fühlte sich seltsamergriffen.	NN
Vor den Blicken und den Worten dieses Mannes war etwas in ihr geschmolzen.	NN
Verlangen und Widerwille kämpften in ihr und machten sie unglücklich.	NN
» Nein– nein– das nicht! « murmelte sie.	DS
Sie lehnte den Kopf in die Blüten der Rhododendron zurück und schloß die Augen.	NN
Sie sah Egon Sternecks Gesicht vor sich, die stahlblauen, von ihr begeisterten Augen.	NN
Hier waren keine schwülen Rätsel; nur sicheres Besitznehmen.	NN
Wer beschützt sein, wer fest und hoch stehen wollte, der mochte es bei den Augen gut haben.	NN
Dann mußte Mareile die Augen aufschlagen.	NN
Es war ihr, als sei jemand da und sähe sie an.	NN
Der Fürst Kornowitz stand vor ihr und schaute mit seinen müden, wartenden Augen auf sie herab.	NN
» Hat Sie die Erklärung des Malers so stark ergriffen? « fragte er mit seiner leisen, heiserenStimme.	DS
» Wissen Sie davon? «	DS
» So etwas sieht man. «	DS
Mareile lächelte: » Natürlich!	DS
Wenn man uns von Liebe spricht, das ergreift uns immer. «	DS
Der Fürst setzte sich zu Mareile.	NN
» Ja– ja, « meinte er, »natürlich, diese– jungen Herren sprechen Ihnen– von Liebe– natürlich.	DS
Und dann ist es vielleicht der eine oder der andere– und es kommt so' ne brave Verlobung zustande– nicht wahr? «	DS
» Gewiß! « Mareile errötete.	DS
» Ich will nichts anderes als eine brave Verlobung.	DS
Ich will eingereiht werden und beschützt werden und in Reih und Glied stehen.	DS
Für die Ausnahmsgöttin, die Sie aus mir machen, bin ich viel zu feige, vor der fürchte ich mich.	DS
Ja, so ist es, lieber Freund. «	DS
Der Fürst lachte tonlos in sich hinein.	NN
» Ja, Sie sind klug.	DS
Sie wollen wie die anderen sein.	DS
In Reih und Glied, was?	DS
Fürchten sich vor sich, wie?	DS
Na, Sie werden schon den Mut zu Ihren Torheiten finden.	DS
Denken Sie dann an mich.	DS
Ich bin ein alter Kerl, ich habe Sie verpaßt.	DS
Nichts zu machen!	DS
Aber Sie haben mir ja erlaubt, Ihnen zuweilen zu sagen: › Ich liebe Sie– ich liebe Sie– ich liebe Sie! ‹	DS
Ein kleines Almosen.	DS
Und– wer weiß– nach den großen Torheiten– wer weiß.	DS
Ich warte. «	DS
» Gott schütze mich! « sagte Mareile tonlos.	DS
Dann wurde es still in der Laube.	NN
Mareile lehnte sich zurück, griff fest in die roten Blüten der hinter ihr stehenden Büsche, wie um ihre Hände zu kühlen, während der Fürst sie ansah– das Gesicht fahl, die Züge messerscharf, wie bei einer Leiche, die Augen, unter den schweren Lidern, vom Alter verschattet und getrübt.	NN
