text	stwr
Unbeteiligte, so zum Beispiel Shorty von seiner Sofaecke aus, sahen in dem Grafen nur einen von vielen jungen Leuten, die um einen Teetisch saßen und einer jungen Dame den Hof machten.	NN
Für die junge Dame selbst war er aber da plötzlich der eine und einzige geworden.	NN
Denn jeder Mann findet einmal eine Frau, für die er etwas ganz besonderes ist, so alltäglich er den übrigen Menschen auch erscheinen mag.	NN
Nachdem die Herren alle gegangen waren, dachte Beatrix lang über die plötzliche Entdeckung nach, denn sie gehörte zu einer Rasse, die immer klar sehen und dann handeln will.	RP
Sie erkannte, daß Wardenskyold die erste Rolle im Stücke ihres Lebens schon seit Monaten spiele, und sie beschloß, ihm diese Rolle dauernd anzuvertrauen, falls er sie nämlich darum bäte.	IS
Aber hierin gerade entstand eine unerwartete Schwierigkeit, denn es vergingen mehrere Tage, ohne daß er sich blicken ließ, und Beatrix, die die ganze Angelegenheit mit der einer jungen Amerikanerin würdigen Ruhe und Überlegenheit hatte führen wollen, geriet in einen unvorhergesehenen Zustand des Hangens und Bangens und ward mehr und mehr von den eigenen Gefühlen überwältigt, als sei sie eine simple Europäerin.	NN
Für ihre Umgebung war dies unbequem, denn sie wurde nervös und reizbar, aber wie alles Anormale in Mexiko wurde auch dies auf die Höhenlage und dünne Luft geschoben.	NN
Shorty aber hatte völliges Verständnis für seiner Herrin schlechte Laune, denn er selbst befand sich überhaupt nie mehr in einer andren.	NN
Er war besonders froh, daß sie sich vor Besuchern verleugnen ließ, da ihm die ausländischen Teetischjünglinge in der Seele zuwider waren.	NN
Nun würde man doch endlich Ruhe haben.	FI
Da an einem Nachmittag, als Beatrix mit verschränkten Armen neben Shorty auf dem Sofa saß und mißmutig mit den spitzen Pantöffelchen auf den Boden schlug, ließ sich Graf Wardenskyold melden.	RP
Sie wollte in die Höhe schnellen, zwang sich aber zu ruhigem Sitzenbleiben und empfing ihren Gast mit einer, wie sie glaubte, täuschend gespielten eisigen Gleichgültigkeit.	IS
Guten Tag, Graf, bitte, setzen Sie sich «, sagte sieherablassend, wies aber doch auf den Sofaplatz neben sich.	DS
Der Schwede, der nicht recht wußte, was er von dem Empfang denken sollte, schien die Anwesenheit Shortys auf dem Sofa gänzlich zu übersehen und wollte sich eben niederlassen, als von der Decke ein böses Knurren erklang, der Hund sich aufrichtete und die Zähne nach ihm fletschte.	IS
Es ging aber doch auch wirklich über alle Hundegeduld, daß solch ein Fremder gar nicht behalten konnte, daß diese Sofaecke sein unantastbares Reich sei!	IS
Beatrix und der Graf konnten nun beide nicht ernst bleiben bei dem wütenden Ausdruck, mit dem Shorty dastand und den Eindringling anglotzte.	NN
» Ihr Hund, « sagte Wardenskyold lachend, » verteidigt diese Decke, als würde mit ihr die Monroe-Doktrin selbst gefährdet.	DS
Aber wir wollen ihn nicht stören.	DS
Wie wäre es, Miß Beatrix, wenn wir ein bißchen in den Garten gingen?	DS
Es ist draußen so schön. «	DS
Und sie gingen hinaus in den Garten, wo der Abendwind leise in den Eukalyptusbäumen säuselte und aus den großen weißen Glockenblüten der Florifundio süßer, betäubender Duft aufstieg.	NN
Shorty aber dehnte sich selbstzufrieden auf der Decke aus im stolzen Gefühl, das Feld behauptet zu haben.	NN
