text	stwr
In dieser aussichtsreichen Lage tritt Hof-Gastein hervor, der Hauptort des ganzen Tals( 876 Meter), ein Marktflecken städtischen Charakters, das „ güldne Stadtl, " wie er zur Zeit des Bergsegens hieß, aber wohl die älteste Niederlassung im Tale, denn schon 894 bestand hier eine Kirche „ zu unsrer lieben Frau am Gries, " und 1223 erscheint sie als Pfarrkirche.	DS
Holzhäuser sind hier selten,	NN
vielmehr überwiegen große, massive, mehrstöckige Steinhauser, die, soweit sie in der Wölbung der einzelnen Stockwerke, namentlich des Erdgeschosses, in Laubengängen und Serpentinsäulen künstlerisch ausgestattetsind, in Tür- und Fenstergewänden, zuweilen auch in einem runden Ecktürmchen die Baukunst der Renaissance verraten, jetzt aber meist in Hotels verwandelt sind, wie der Goldne Adler, das Hotel Müller, die Blaue Traube.	NN
Denn hier saßen im sechzehnten Jahrhundert die reichen Bergherren, die Weitmoser, die Strochner, die Rosenberg, die Straffer, die Zotten von Neudegg, die Moser u. a., sie bauten sich damals auch ein stattliches Gewerkenhaus mit zwei runden Ecktürmchen, das jetzige Militärkrankenhaus am südlichen Ausgange des Ortes, und einer von ihnen, Christoph Weitmoser, der eine Goldgrube mit 100 Talern anfing und dann jeder seiner vier Töchter 75000 Taler mitgab( gest.	NN
1558), errichtete sich sogar das „ Weitmoserschlössel, " dessen hohes Dach zwischen zwei runden Türmen von der Westseite des Tals auf Hof-Gastein herniederschaut.	NN
Künstlerisch haben diese Bergherren auch ihre Leichensteine an der Mauer der alten spitztürmigen Kirche mitten im Orte ausstatten lassen; in rotem Marmor sind Namen und Familienwappen zierlich gemeißelt, und auf den meisten steht darunter ein Spruch aus Luthers Bibelübersetzung.	RP
Denn die Männer, denen sie gesetzt wurden, waren selbständige Köpfe; wie sie über die gemeine Notdurft hinaus der künstlerischen Bewegung folgten, die auf den ihnen so wohl bekannten Bergpfaden aus Italien herüberflutete, so nahmen sie auch die Lehre des großen Bergmannssohns an, die von norddeutschen, namentlich sächsischen Bergknappen getragen in ihr weltfernes und doch so verkehrsreiches Bergtal drang; sie haben, seiner Mahnung folgend, sogar eine Zeit lang eine lateinische Schule für ihre Söhne unterhalten, und Erasmus Weitmoser war einer der Führer des salzburgischen Bauernkriegs, der weit mehr als ein Bauernkrieg war, ein Freiheitskampf gegen die erzbischöfliche Herrschaft.	RP
Doch der Protestantismus des Tales wurde niedergetreten, die überzeugungstreuesten Lutheraner wanderten allmählich aus, noch im Jahre 1731 ihrer gegen tausend, und heute sind die Grabsteine der alten lutherischen Bergherren auch die Grabsteine des Gasteiner Protestantismus.	NN
Aber mit dem Ende des sechzehnten Jahrhunderts schwand auch der reiche Bergsegen; heute erinnert an ihn nur noch das Wappen von Hof-Gastein, Schlegel und Bohrer im goldnen und silbernen Felde.	NN
Was der Markt mit seinen 800 bis 900 Einwohnern jetzt noch ist, das verdankt er der Röhrenleitung, die seit 1828 das Thermalwasser von Wildbad Gastein hierher führt.	NN
Seitdem sind zahlreiche Miet- und Badehäuser auch in Hof-Gastein entstanden.	NN
Ladislaus Pyrker, Erzbischof von Erlau in Ungarn( 1827 bis 1847), hat das ehemalige Gewerkenhaus 1832 in ein Militärhospital verwandelt und saluti milium geweiht, und schräg gegenüber hat noch 1872 der Berliner Bankier Magnus Hermann ein kleineres Haus demselben Zwecke bestimmt.	NN
Was Hof-Gastein als Badeort fehlt, das sind schattige Spaziergänge, denn das Tal ist hier weit und sonnig.	NN
