text	stwr
Er war eben ein Dammich, was nicht ausschließt, daß man bereit sein kann, zur Durchführung eines fidelen Plans einem ehrsamen Bürger, und wenn es der Vater des besten Freundes wäre, etwas Sand in die Augen zu streuen.	NN
Eugen wollte dem alten Hahn lieber keinen Sand in die Augen streuen, aber er machte sich anheischig, ihm folgenden Kunstfloh ins Ohr zu setzen.	RP
Da es dem Regiment sehr daran liege, möglichst bald wieder vollzählig zu sein, so sei eine Anzahl von Unteroffizieren als Preßgänger thätig, die sich in den Fuhrparkskolonnen und sonst jedes körperlich einigermaßen tüchtigen jungen Menschen bemächtigten und ihm mit Gewalt den schwarzen Kragen anlegten.	NN
Im Frieden sei das allerdings nicht mehr erlaubt, aber im Felde, vor dem Feinde habe der „ alte Schützengeist " ein Recht dazu: das sei etwas durch das Herkommen Geheiligtes, das man ihm nicht nehmen könne.	DS
Da deshalb ein junger Mann wie Julius innerhalb der ersten vierundzwanzig Stunden weggeschnappt und eingekleidet werden würde, so empfehle sich in dessen Interesse eine Notlüge, und man werde wohl daran thun, ihn für ein Mädchen, am besten für Karls Schwester auszugeben.	RP
Vater Hahn war mit innigem Einverständnis — „ mit Wollust, " wie sich Zeisig ausdrückte- auf die für ihn zurechtgemachte Leimrute gegangen.	reported;direct
Wenn der alte Schützengeist das Recht hatte, so war daran nichts zu ändern.	NN
Er hätte ja den Schützen, weil doch Karl „ ooch eener " war, den hübschen Rekruten gegönnt, aber die Erwägung, wie unwillkommen Juliussens Zwangseinstellung den vier Liebesgabenrittern sein würde, hatte sofort die Oberhand gewonnen.	reported;indirect
Wenn sie ihn nicht auf dem Privatleiterwagen des Etappenkommandanten nach mit Leber Galang genommen hätten, würde er Karln heute nicht mehr gefunden haben.	NN
Das konnte ihnen nie genug gedankt werden, und daß sie, allerdings unwillentlich, dabei doch auch an der verpaßten Gelegenheit zur „ Köninglichen Hoheit " schuld gewesen waren, war durch jenes Verdienst mehr als ausgeglichen.	RP
Ihr Julius mußte der Gefahr unter allen Umständen entrissen, und um das zu erreichen, für ein Mädchen ausgegeben werden.	RP
Zum Glück war er noch bartlos, und wer nicht seinen, Vater Hahns, scharfen Blick hatte, konnte sich täuschen lassen.	NN
Wenn nur Paul, der noch immer nicht wieder aufgetaucht war, den Werbeunteroffizieren nicht in die Hände fiel: in friedlichen Zeiten wäre allerdings wegen seiner Hüfte nichts für ihn zu fürchten gewesen, aber hier im Felde, wo er selbst trotz seines vorgerückten Alters nicht sicher war, ob sich nicht der in einer finstern Ecke lauernde alte Schützengeist sogar auf ihn stürzen möchte, war für nichts zu stehn.	NN
Aber er hatte schon seinen Plan, den er Karl und Zeisig mitteilte: wie Juliussen wollte er auch Pauln für ein junges Mädchen ausgeben, für eine Freundin seiner Tochter, Fräulein Pauline, die mitgekommen war, um die Gefahr mit ihrer Freundin, der angeblichen Rosa, zu teilen.	RP
Aber Vater, sagte Karl, wo denkst du denn hin!	DS
Eenen, der lahm is, kann doch unser Oberscht nich brauchen, un 's gloobts uns ja ooch keener, der Pauln sieht: wie e Mädel sieht der doch wahrhaftigen Gottes nich aus.	DS
Man soll sich grundsätzlicherweise nie auf die Seite eines Sohnes stellen, der seinem	RP
Vater widerspricht, aber- unter uns gesagt- das allerallereinzigste mal hatte Karl doch Recht: wie ein verkleidetes Mädchen sah Paul nicht aus:	RP
nur allein die beiden auf der Schindelmühle in Aktion getretnen Fäuste.	NN
