text	stwr
Den steckte er schnell in die Tasche, aber er war nicht mit einem zufrieden, sondern wollte ihrer mehr haben und rüttelte und schüttelte, aber es wollte keiner fallen.	NN
Da nahm er einen Stock und wollte sich welche herunter werfen, aber das half auch nichts, und er mußte sich mit dem einen begnügen, und zog ab.	NN
Als er wieder in den Wald kam, begegnete ihm ein kleines graues Männchen, das frug ihn: › Ei, mein Freund, was hat er denn in seiner Tasche? ‹	DS
Der General sah das Männchen einmal von der Seite an und erwiederte unwirsch:	NN
› Einen Dreck hab ich. ‹	DS
Da sprach das Männchen:	NN
› Ist's ein Dreck, dann soll 's auch ein Dreck bleiben, ‹ und mit den Worten war es verschwunden.	reported;direct
Als der General in die Hauptstadt kam, da machte er groß Geschrei, daß er den goldenen Apfel habe, und als der König das hörte, ließ er schnell eine prächtige Mahlzeit anrichten; dabei saß der General neben der Prinzessin und meinte schon, er hätte sie.	IS
Ja, damit hatte es aber gute Weile, denn als ihm gegen das Ende der Tafel eine große goldene Schüssel vorgehalten wurde und er den goldenen Apfel darauf legen sollte, und er in die Tasche griff und den Wunderapfel herausziehen wollte, da hatte er einen Dreck in der Hand und der roch so übel, daß die Prinzessin ohnmächtig wurde, denn die war derartige Gerüche nicht gewohnt.	NN
Der König aber wurde ganz wüthend, denn er meinte, der General hätte ihn zum Narren halten wollen; er rief die Schildwache herein, und ließ den General in das dunkelste Gefängniß werfen und ihn nur mit Wasser und Brod traktiren, was dem General lange Zeit nicht zum Besten schmeckenwollte.	reported;indirect
Nun geschah es, daß ein gemeiner Soldat, der aber ein sehr gutes Herz hatte, desertirte, weil das Soldatenspielen ihm nicht gefiel und er lieber einerlei Tuch am Rock trug, als zweierlei.	NN
Der kam auch, aber ganz zufällig, in den großen Wald und da setzte er sich in's Gras, zog ein Stückchen Wurst und Brod aus der Tasche und schnitt's zu Scheiben und fing an, es zu verzehren.	NN
Indem er damit beschäftigt war, trat das graue Männchen zu ihm und sprach:	NN
› Mich hungert sehr, gib mir auch ein Stückchen Brod und ein Scheibchen Wurst! ‹	DS
› Von Herzen gern, ‹ sagte der Soldat, schnitt eine dicke Scheibe vom dicksten Ende der Wurst ab, brach das Brod in zwei Theile und gab das größte Stück mit der Wurst dem Männchen.	DS
Da sprach das Männchen:	NN
› Ich danke dir von Herzen und weil du so gut gegen mich warst, so will ich es auch gegen dich sein. ‹	DS
Und es zog einen goldenen Apfel aus dem Sack und ein Pfeifchen und gab 's dem Soldaten und sprach:	NN
› Mit dem Apfel kannst du dir die Königstochter erwerben, wenn du ihn dem Königbringst, und das Pfeifchen wird dir auch schon gute Dienste thun. ‹	DS
Und fort war's, und der Soldat wußte gar nicht, wo es hingerathen war, das kleine graue Männchen.	IS
Da hätte einer den Menschen springen sehen können!	NN
