text	stwr
Dem Hans ging es nicht schlecht.	NN
Da er fleißig und tüchtig war, bekam er leicht überall einen Dienst.	NN
Aber nirgends hielt er es lange aus; hatte er etwas Geld beisammen, so war er allemal eines schönen Tages verschwunden, er wollte weit umeinanderkommen und die Welt sehen.	NN
Einst war Hans wieder von einem Dienstherrn ausgeschlitzt und wanderte der Hauptstadt zu.	NN
Er wollte auch das Leben in einer großen Stadt kennen lernen; er hatte schon viel davon gehört und war in seinem Leben( » zelattig «) noch nie in eine große Stadt gekommen.	NN
Als nun Hans zur Stadt hineinging und ein lustiges Stücklein pfiff, schaute ein Mann zum Fenster heraus.	NN
Diesem gefiel der Hans und er rief vom Fenster aus dem Hans zu, er möge zu ihm ins Haus kommen.	IS
Hans ließ sich dies nicht zweimal sagen und ging in das Haus und fragte, was man von ihm wolle.	reported;indirect
» Du bist ein lustiger Patron «, sagte der Mann, » sag, wo kommst du her, wo willst du hin und was hast du vor? «	DS
Hans erzählte, wie es ihm seither ergangen, jetzt wolle er sich um einen Dienst in der Stadt umsehen.	reported;indirect freeIndirect
» Du bist mein Mann und der richtige Kerl, den ich brauche.	DS
Paß auf, was ich dir sage: › Ich habe einen Sohn, einen ganz blöden Kerl, der kein bißchen Leben hat, den richt mir her und mach einen lustigen Kerl daraus; geh fort mit ihm hinaus in die Welt, Geld brauchst du nicht zu sparen. ‹ « Hans hüpfte vor Freude wie ein Distelfink; so etwas hätte er sich nie träumen lassen.	DS
Hans ging gleich ans Werk, kaufte sich neue Kleider und alles, was er noch zum Reisen nötig hatte, füllte seinen Ledergurt mit lauter Dukaten und hoppediheh dahin gings in die Welt hinaus.	NN
Nach einem halben Jahre kam Hans und sein Begleiter wieder in die Stadt zurück, sein Geld war all.	NN
Hans hatte als braver Junge natürlich auch an seine Eltern gedacht und denselben von dem Gelde zukommen lassen.	RP
Nachdem Hans sich wieder eine Zeit lang in der Stadt aufgehalten hatte, füllte der Alte wieder den beiden ihre Geldgurte und wieder ging es in die Welt hinaus.	NN
So ging das Ding einige Jahre fort.	NN
Hans war jetzt ein ganz ausgewichster Kerl geworden; denn er hatte viel gesehen und viel gelernt; auch sein Begleiter, der Sohn seines Herrn, war jetzt ein aufgeräumter und tüchtiger Bursche, woran der Alte seine Hexenfreude hatte.	NN
Als die beiden wieder einmal heim kamen, fanden sie, daß der Alte recht schlecht( krank) war.	NN
Eines Tages ließ er Hans an sein Bett kommen und sprach zu ihm: » Hans ich habe dich gern, so gern wie meinen eigenen Sohn, und weil du ein heller Kopf bist, so will ich dir ein Geheimnis sagen.	DS
In der hintern Kammer sind zwei Stubendielen; wenn du drauf klopfst, so gibt es einen hohlen Ton.	DS
Diese Dielen hebe in die Höhe und du siehst eine Treppe, diese gehst du nunter und in dem Gang, wo du dann kommst, gehst du fort so lange, bis du wieder an eine Treppe kommst.	DS
Diese gehst du nauf und dort findest du einen kleinen, runden Knopf.	DS
