text	stwr
Die Züricher sahen sich nämlich für ihre Dienste, die dem Papst Parma und Piacenza eingebracht hatten, durch nichts denn durch Vertröstungen und leere Ausflüchte belohnt, was wesentlich dazu beitrug, daß Zürich dem Papst so entschieden den Rücken	RP
kehrte, obwol, so lange die Verhandlungen darüber dauerten, beiderseits eine rücksichtsvolle Haltung beobachtet wurde.	RP
Der Papst war gegen die Ungläubigen lange Zeit schonend in der Form, weil er die Züricher nicht verlieren wollte, welche fast die Hälfte seiner Gardecompagnie ausmachten.	NN
In Zürich aber, wo man über die Treulosigkeit des Papstes empört war, bewahrte gleichwol der Rath in der Hoffnung, doch noch das schuldige Geld zu bekommen, eine kluge Zurückhaltung.	IS
Zwingli selbst vermied lange den offenen Bruch mit dem Papst, und dieser behandelte denn auch zu einer Zeit, da er Luther's Lehre wiederholt verdammt hatte, Zwingli noch mit hoffnungsvoller Rücksicht.	NN
Später aber berief sich der Papst, wenn er sich der Forderungen Zürichs erwehren wollte, nicht mehr blos auf seine Mittellosigkeit und auf die Schulden, die ihm sein Vorgänger hinterlassen, sondern auch auf die Ketzerei der Züricher und er machte die Rückkehr zum alten Glauben geradezu zur Bedingung der Zahlung, „ da den Abtrünnigen vom alten Glauben nicht einmal die eigenen Güter der Heimath und der Väter mit Recht überlassen werden sollen. "	reported;direct
Bis in's Jahr 1526 zogen sich die fruchtlosen Verhandlungen hin.	NN
Gleich als die Züricher von ihrem Feldzug für den Papst, elend gelichtet, zurückkamen, im Frühjahr 1522, hielt dies Zwingli für die passendste Zeit, energisch gegen das Pensionswesen vorzugehen.	RP
Da die Schwyzer eben im Begriff waren, ihre Landesgemeinde zu halten, richtete er an sie „ eine göttliche Ermahnung ", welche mit patriotischer Beredtsamkeit zu bedenken gab, wie der fremde Solddienst Recht und Gerechtigkeit unterdrücke, Vernunft und Rechtschaffenheit verblende und böse Sitten bringe, denn es sei derselbe die Schule aller Laster und die Mutter bekümmerter Gewissen.	indirect;direct
Wirklich vermochte die eindringliche Schrift so viel, daß die Landesgemeinde von Schwyz beschloß, auf 25 Jahre die fremden Bündnisse und Jahrgelder fernzuhalten.	IS
Freilich wurde schon nach einem halben Jahre der Beschluß durch die französische Partei wieder umgestoßen, und Schwyz stand von da an mit Luzern in erster Reihe als Gegner der Reformation.	NN
Schon im Mai 1522 erließ die Tagsatzung zu Luzern einen Abschied, worin die Regierungen aufgefordert wurden, den aufreizenden Predigern das Handwerk zu legen.	IS
Dies der Anfang einer immer heftigeren Reaction gegen die Neuerer.	NN
Später wurde in Luzern sogar der Beschluß gefaßt, „ den Zwingli überall, wo man ihn auf eidgenössischen Boden betreffe, gefänglich einzuziehen. "	DS
In Zürich dagegen beharrte man standhaft auf dem Verbot des Reislaufens.	NN
Das Rathsbuch aus dieser Zeit enthält die Erklärung:	NN
„ Wir freuen uns, daß wir der Herrenbündnisse ledig sind.	DS
Wir wissen, daß sie unchristlich und wider Gott und unsere Nebenmenschen sind.	DS
Wir haben befunden, daß sie den Unsern mehrmals übel erschossen; die Unsern sind dadurch wertlos geworden, haben ihre	DS
Güter verlassen und zuletzt mehr Schaden als Nutzenempfangen. "	DS
In solchem Grade war die Ueberzeugung des Reformators auch auf die Obrigkeit übergegangen.	NN
Neben der Polemik Zwingli's gegen das Soldwesen waren auch die mannichfachen Ausschreitungen, von denen die schweizerische Reformation so wenig frei war als die deutsche, Gegenstand der Klage der Altgläubigen.	NN
Wenn man unter Berufung auf die christliche Freiheit den Zehnten verweigerte und Unfug aller Art trieb, so konnte dies bei den alten Geschlechtern nur den übelsten Eindruck machen.	RP
