text	stwr
Denkenden Männern wird die wissenschaftliche Forschung und die Einsicht in den Zusammenhang der Dinge zwar auch in Zukunft immer noch Befriedigung und einen leidenschaftslosen Genuß gewähren, aber niemals mehr jenes stürmische Entzücken hervorrufen, das die Weisen früherer Zeiten empfanden, wenn sie, einen Zipfel des Schleiers lüftend, aus dem, was sie dahinter schauten, die Hoffnung schöpften, sie würden das Weltgeheimnis ergründen.	reported;indirect
Wir Heutigen wissen ganz genau, daß wir zwar unzählige Einzelheiten wissen können und — leider!	IS
wie unsre Examinanden seufzen — wissen müssen, von dem einen aber, wonach sich die Weisen aller Zeiten sehnten, auf natürlichem Wege nichts wissen und nichts wissen können: ignorabimus.	reported;indirect
Verhältnismäßig wenige nur sind es, denen das solchergestalt begrenzte Glück des wissenschaftlichen Genusses zu teil wird.	NN
Für die Menschheit im ganzen haben die Naturwissenschaften nur insofern Wert, als ihre Anwendung unser materielles Wohl befördert.	NN
Aber auch in dieser Beziehung sind wir über die Zeiten hoch gespannter Erwartung hinaus.	NN
Das arbeitende Volk Englands sah in den Maschinen gleich anfangs ganz richtig seine Todfeinde, und das Parlament mußte zu seinem Schutz 1782 ein besondres Gesetz erlassen.	RP
Einige Jahrzehnte später, nachdem die moderne Technik bereits ihre ganze Macht und Pracht entfaltet hatte, klagte der liberale John Stuart Mill, daß alle ihre Errungenschaften auch nicht eines Menschen Plage zu vermindern vermocht hätten.	IS
Und in unsern Tagen ruft der liberale Professor Herrmann, eine Fachautorität ersten Ranges, den Arbeitern zu: Gebt euch keinen Einbildungen hin!	DS
Schweren Zeiten geht ihr entgegen; die Losung des technischen Fortschritts lautet:	DS
Hinaus mit dem Menschen aus der Produktion!	DS
Dem Reichen allerdings schafft die moderne Technik den Himmel auf Erden, sofern ein ununterbrochner verfeinerter Sinnengenuß, der keine andre Schranke kennt als die Genußfähigkeit des Menschenleibes, eine beliebige Fülle von Kunstgenüssen, die Befreiung von jeder Unbequemlichkeit und die Macht, in jedem Augenblick jede Laune zu befriedigen, den Himmel ausmachen.	NN
Der reiche	NN
Engländer schmückt seinen Mittagstisch und das Zimmer seiner Frau oder seiner Buhlerin täglich mit frischen Blumen aus Nizza, verschönert die Beine seiner Tänzerinnen bald mit bengalischem bald mit elektrischem Licht, stattet seine Schlösser mit den erlesensten Kunstwerken aller Zeiten und Stilarten aus, schafft sich — alles natürlich ohne eignen Mühe- und Kraftaufwand, nur mit Geld — in jedem Augenblick die ihm behagliche Zimmertemperatur und die ihm zusagenden Wohlgerüche, genießt in jedem Monat die freie Lust dort, wo sie gerade am angenehmsten ist, jenachdem, in Schottland oder im Engaddin, im Bois de Boulogne oder im Hydepark, sieht niemals andre als freundliche und prachtvolle Umgebungen: schöne Landschaften oder reich ausgestattete geschloßne Räume — geht er auf Reisen, so nimmt er ein Stück schönen geschloßnen Raumes mit —, und beliebt es ihm, Vergnügungen im Geschmack des Altertums und des Orients, die im heutigen Europa gesetzlich verboten sind, anderswo als in seinen eignen geschloßnen Gemächern zu kosten, und ein dummeifriger Polizist ist so ungeschickt, ihn anzuzeigen, so erspart er gefällig dem Richter die Verlegenheit durch eine Spazierfahrt nach Indien.	RP
Sein Beruf verschafft dem vornehmen Manne unsrer Zeit, wenn er nicht etwa Offizier ist, nicht einmal mehr das für die Gesundheit erforderliche Maß von Muskelanstrengung und Temperaturwechsel, sodaß er zu diesem Zweck allerlei Sport ersinnen muß.	RP
