text	stwr
Un is ümmer dat Sülwigte. «	DS
» Dat Sülwigte? «	DS
» Joa.	DS
Nu nich mihr.	DS
Awers as noch keen Snee wihr.	DS
Doa... «	DS
» Da.	DS
Was denn? «	DS
» Doa wihr se nachtens ümmer so rümm hier. «	DS
» So, so «, sagte der Gensdarm und tat vorsichtig allerlei weitere Fragen.	reported;direct
Und da sich die Jeschke von guten Beziehungen zur Dorfpolizei nur Vorteile versprechen konnte, so wurde sie trotz aller sonstigen Zurückhaltung immer mitteilsamer und erzählte dem Gensdarmen Neues undAltes, namentlich auch das, was sie damals, in der stürmischen Novembernacht, von ihrer Küchentür aus beobachtet hatte.	RP
Hradscheck habe lang dagestanden, ein flackrig Licht in der Hand.	indirect freeIndirect
» Un wihr binoah so, as ob he wull, dat manem seihn sull . «	DS
Und dann hab er einen Spaten genommen und sei bis an den Birnbaum gegangen.	indirect freeIndirect
Und da hab er ein Loch gegraben.	indirect freeIndirect
An der Gartentür aber habe was gestanden wie ein Koffer oder Korb oder eine Kiste.	indirect freeIndirect
Was?	indirect freeIndirect
das habe sie nicht genau sehen können.	indirect freeIndirect
Und dann hab er das Loch wieder zugeschüttet.	NN
Geelhaar, der sich bis dahin, allem Diensteifer zum Trotz, ebensosehr mit Line wie mit Hradscheck beschäftigt hatte, ja, vielleicht mehr noch Courmacher als Beamter gewesen war, war unter diesem Bericht sehr ernsthaft geworden und sagte, während er mit Wichtigkeitsmiene seinen gedunsenen Kopf hin und her wiegte:	NN
» Ja, Mutter Jeschke, das tut mir leid.	DS
Aber es wird Euch Ungelegenheiten machen. «	DS
» Wat?	DS
wat, Geelhaar? «	DS
» Ungelegenheiten, weil Ihr damit so spät herauskommt. «	DS
» Joa, Geelhaar, wat sall dat?	DS
wat mienen S' mit › to spät ‹?	DS
Et hett mi joa keener nich froagt.	DS
Un Se ook nich.	DS
Un wat weet ick denn ook?	DS
Ick weet joa nix.	DS
Ick weet joa joar nix. «	DS
» Ihr wißt genug, Mutter Jeschke. «	DS
» Nei, nei, Geelhaar.	DS
Ick weet joar nix. «	DS
» Das ist gerade genug, daß einer nachts in seinem Garten ein Loch gräbt und wieder zuschüttet. «	DS
» Joa, Geelhaar, ick weet nich, awers jed' een möt doch in sien ejen Goarden en Loch buddeln künn'. «	DS
» Freilich.	DS
Aber nicht um Mitternacht und nicht bei solchem Wetter. «	DS
» Na, rieden S' mi man nich rin.	DS
Un moaken Se't good mit mi...	DS
Line,Line, segg doch ook wat. «	DS
Und wirklich, Line trat in Folge dieser Aufforderung an den Gensdarmen heran und sagte, tief aufatmend, wie wenn sie mit einer plötzlichen und mächtigen Sinnenerregung zu kämpfen hätte: » Laß nur, Mutter Jeschke.	DS
Herr Geelhaar wird schon wissen, was er zu tun hat.	DS
Und wir werden es auch wissen.	DS
Das versteht sich doch von selbst.	DS
Nicht wahr, Herr Geelhaar? «	DS
Dieser nickte zutraulich und sagte mit plötzlich verändertem und wieder freundlicher werdendem Tone:	NN
» Werde schon machen, Mamsell Line.	DS
Schulze Woytasch läßtja, Gott sei Dank, mit sich reden und Vowinkel auch.	DS
Hauptsach is, daß wir den Fuchs überhaupt ins Eisen kriegen.	DS
Un is dann am Ende gleich,	DS
wann	DS
wir ihn haben und ob ihm der Balg heut oder morgen abgezogen wird. «	DS
Elftes Kapitel	NN
Vierundzwanzig Stunden später kam– und zwar auf die Meldung hin, die Geelhaar, gleich nach seinem Gespräche mit der Jeschke, bei der Behörde gemacht hatte– von Küstrin her ein offener Wagen, in dem, außer dem Kutscher, der Justizrat und Hradscheck saßen.	RP
