text	stwr
So arbeitet das deutsche Petersburg, während das russische sich das Geschäft des dolce far niente sowohl auf dem geglätteten Parquet des Salons und in den Seidenpolstern der Carossen, als auch im alten moskowitischen Schmutze, in Küchen und Bedientenzimmern vorzubehalten verstand.	NN
In jeder bürgerlichen, in jeder geistigen und schlicht socialen Beziehung ist die deutsche Bestrebung von umfassender Bedeutung geworden und ist von ihr der Ausschlag zu erwarten; wo aber die russische Diplomatik ihre Rollen antritt, dort zeigt Rußland sich in seiner ganzen Ausschließlichkeit eben so stark wie in den Bedientenzimmern.	NN
Deutsch sind die Herzkammern Petersburgs, russisch der Fuß im stinkenden Juchtenleder und auch der Kopf mit dem noblen Air und dem diplomatischen Schnurrbart; deutsch ist der Amboß, russisch der Hammer, aber der Hammer nützt Nichts ohne die Unterlage.	NN
Und auch das polirte, geschminkte, aristokratische, diplomatische Rußland, dessen Fäden von Teheran bis Paris, von Stockholm bis Konstantinopel sich dort an der Newa, wo die Flagge auf dem Kaiserpalaste von der Anwesenheit des Herrn Kunde gibt, zum feinsten Mittelpunkte vereinen, auch dieses ist Deutschlands noch bedürftig.	NN
Während der Gedanke an die russische Weltbedeutung es nicht verläßt, strebt es aus Kaiserpalästen und aus sklavisch hündelnder Umgebung in unsere deutschen Thäler hinaus, um sich erst dort die europäische Weltanschauung zu erringen, um an den Ufern des Rheins in einer Natur zu schwelgen, die dem Norden versagt blieb.	RP
Müssen doch unsere deutschen Bitterlinge und Säuerlinge alljährlich die russischen Unterleiber durchziehen, — freilich durchzieht uns Rußland dafür wieder sehrbitter!	NN
Hat sich Rußland aber bis jetzt nur europäische Politur errungen und steigt es noch nicht mit heiligem Ernste in die tiefsten Schachte der europäischen Bildung hinab, so ist der Grund dieser Oberflächlichkeit, die mit Eisenbahnen, schnurrbärtigen Garderegimentem und mit einer Taglioni, ja mit einem Ministerium für Volksaufflärung zu coquettiren beliebt, theils in dem äffsischen Nationalcharakter der Russen, theils im Negierungsprincipe zu suchen und nicht in Deutschland, welches mit allzu viel Eifer und Gutmüthigkeit seine Goldstufen und alle seine, durch den Schweiß	NN
vieler Jahrhunderte mühsam errungenen Bildungstrophäen auf allen Märkten feil bietet, allen Nationen überläßt und sich kaum die Lumpen zu seiner eigenen Bedeckung zu wahren versteht.	NN
In Petersburg hat Peter die Klammer geschmiedet, welche sich über die Ostsee in's deutsche und dadurch in den Mittelpunkt des europäischen Lebens hineinschlägt; Petersburg ist ein langer und scharfer Rüssel, der durch das dortige Deutschthum seinen Theil von unseren Geisteserwerbungen an sich zu saugen versteht.	NN
Der Deutsche selber nährt die Macht, von der Alles zu fürchten, die sein warmes Leben, seinen träumerischen Kosmopolitismus nur mit kaltem Egoismus für ihre geheimen Zwecke benützt!	NN
Das deutsche Mark der Ostseeprovinzen und die deutschen Elemente Petersburgs sind bestimmt, jene Kräfte zu entwickeln, die noch schlummern und immer bereit sein werden, zum Danke für das, was Deutschland ihnen gethan, auf die Vernichtung der germanischen Welt auszugehen.	NN
Es ist erstaunlich und wohl zu beachten, mit welcher Geringschätzung der Russe auf den Deutschen herabblickt.	NN
Der gemeine, kolbige Russe, der Leibeigene im schmutzigen Schafspelz hält sich zur Herrschaft über den thätigen, fleißigen Deutschen berufen, und wir Alle wissen ja, daß im russischen Cabinete Pläne gesponnen werden, die jenem Instincte des gemeinen Mannes ganz analog sind.	reported;indirect
