text	stwr
Die blutleeren roten Augen lagen tränend in schmierigen Schatten.	NN
Die Stimme hatte nur einen Singsangton, der klang maniriert melancholisch.	NN
Schulz sprach kläglich schwärmend von Verzweiflung, Hurerei, Zerrissensein.	RP
Daß er der Lebensfreude überdrüssig sei.	indirect freeIndirect
Daß er seinen Tod bald eingeholt haben werde.	indirect freeIndirect
Er vermied Zärtlichkeiten, aber er seufzte oft schmerzlich.	NN
Kokettierte theatralisch mit einer Sehnsucht nach dem Sterben.	NN
Führte die Freundin in leichenreiche Trauerspiele, in düstere Kinodramen, in ernste Konzerte in verdunkelten Sälen.	NN
Eine Woche war vielleicht vergangen.	NN
Eine Dame hatte gesungen.	NN
Die Hände der Zuhörer knallten laut und lange.	NN
Gottschalk Schulz faßte leidenschaftlich einige Finger Lisel Liblichleins, legte sie gütig auf einen Schenkel seiner Beine, sagte: » Ist es nicht eigenartig, wie der Gesang einer Dame einem an die Seele greift! «	DS
Dann fing er wieder an, bittend und weinerlich von Liebe und Hingebung zu reden.	RP
Lisel Liblichlein sagte, dies sei ihr langweilig oder ekelhaft.	IS
Aus Mitleid– und weil sie hinaufgehen wollte– erklärte sie schließlich in der Haustür, mit der Liebe sei sie einverstanden, wenn er auf die Hingebung verzichte.	IS
Schulz drückte sie glücklich ansich.	NN
Er stand noch lange träumend da.	NN
Er sang: » O Tränen.	DS
O Güte.	DS
O Gott.	DS
O Schönheit.	DS
O Liebe.	DS
O Liebe.	DS
O Liebe... «	DS
Er stürzte durch die Straßen.	NN
In dem Klößchen war er verschwunden.	NN
Lisel Liblichlein aber saß in ihrem kleinen Zimmer unbeholfen lächelnd bei einem rötlichen Talglicht.	NN
Sie begriff diese Menschen der Stadt nicht, die schienen ihr seltsame, gefährliche Tiere.	RP
Sie fühlte sich verlassen und einsamer als früher.	NN
Sie dachte sehnsüchtig an die harmlose Heimat: an den luftigen Himmel, an die lächerlichen jungen Herren, an die Tennisturniere, an die wehmütigen Sonntagnachmittage... sie knöpfte die Strumpfhalter ab, legte das Leibchen auf einen Stuhl.	RP
Sie war trostlos.	NN
II	NN
In einem durchsichtigen Sommerabend war das leuchtende Café Klößchen.	NN
Stadthimmel aus dunkelblauer Seide, auf dem weißer Mond und viele kleine Sterne lagen, umhüllte es.	NN
In einem Hintergrund saß, lange Zeit, bevor er plötzlich starb, einsam und rauchend bei einem winzigen Tisch, auf dem etwas stand, der bucklige Dichter Kuno Kohn.	NN
Um andere Tische hockten Leute.	NN
Dazwischen bewegten sich Männer mit gelben und roten Schädeln; Weiber; Literaten; Schauspieler.	NN
Überall huschten schattige Kellner.	NN
Kuno Kohn war ohne viel Gedanken.	NN
Er summte für sich:	NN
» Ein Nebel hat die Welt so weich zerstört. «	DS
– Da begrüßte ihn der Dichter Gottschalk Schulz, ein Jurist, der durch alle Examina, denen er sich unterzogen hatte, mühevoll gefallen war.	RP
Mit ihm kam ein schönes Fräulein.	NN
Die beiden setzten sich zu Kohn.	NN
Schulz und Kohn waren Mitarbeiter der von dem kleinen begeisterten Lutz Laus für die Hebung der Unsittlichkeit angefertigten Monatsschrift:	NN
» Der Dackel «.	NN
Schulz erzählte dem Kohn, daß der Dackel-Laus demnächst eine gottlose Religion auf neojuristischer Grundlage erfinden werde, zwecks Organisation eine konstituierende Versammlung in einem nahen Kintopp einberufen wolle.	IS
Kohn hörte kopfschüttelnd zu.	NN
Das schöne Fräulein aß Kuchen.	NN
Kohn sagte traurig:	NN
» Laus ist ein Großer und Rührender.	DS
Aber gläubig kann uns kein Jesus mehr machen.	DS
Wir sterben mit jedem Tage tiefer in den öden ewigen Tod ein.	DS
Wir sind hoffnungslos zerrüttet.	DS
Unser Leben wird ein sinnloses Schau-Spiel bleiben. «	DS
Das essende Fräulein sah mit fröhlichem, deutlichem Gesicht aus rotbraunen Augen verständnislos hinüber.	NN
