text	stwr
Sobald er sein Zimmer im Besitz hatte, ließ er den Schreiner holen und befahl ihm, die Füße seiner Bettstelle gänzlich abzusägen; denn da nach seiner Ansicht der Dampf sich nach oben zog, so behauptete er in der gesundesten Luft zu schlafen, wenn er möglichst niedrig gebettet war.	reported;indirect
Seine Kost bestand fast ausschließlich aus Gerstenschleim, Kalbsbraten und gelben Rüben, welch letztere er in solchen Massen einkaufte, daß er das ganze Jahr hindurch Vorrat hatte.	NN
Das Thermometer war sein bester Freund, den er fast beständig bei der Hand hatte, um nachzusehen, ob das Zimmer die richtige Temperatur habe.	NN
War es zu kühl, so mußte augenblicklich geheizt werden, und wäre es im höchsten Sommer gewesen; war es zu heiß, so ließ er eine große Wasserkufe ins Zimmer tragen, um die Luft abzukühlen, und war sehr übler Laune, wenn diese Maßregel keine gehörige Wirkung tat.	NN
Große Fußwanderungen gehörten auch zu seiner Diät, und es nahm sich sonderbar aus, wie er unterwegs mit eigentümlicher Gewandtheit sich Zuckerpasten in den Mund warf, die er in seinem großen Ärmel verborgen hielt; solches, behauptete er, sei ganz vorzüglich für die Brust und den Atem– kurz, er war unerschöpflich an Mitteln, das menschliche Leben zu verlängern, und konnten seine Erben das Glück der Hoffnung gründlich kennenlernen.	IS
Die Kunde, daß das lederfarbene Subjekt ein Engländer sei und bereits ein Testament gemacht habe, verlieh ihm im Städtchen einiges Ansehen.	IS
Man glaubte auch, seine lederfarbene Haut und Kleidung sei nur so eine Art Reiseüberzug zur Schonung, wie über einen Regenschirm, und er würde eines Tags schön und elegant hervorgehen.	IS
Dem war aber nicht so; er war und blieb derselbe, und eine vorteilhafte Farbe war 's für seine Märsche:	NN
er hätte sich im Straßenstaube baden können, ohne sich im mindesten zu verändern.	NN
Auswanderungen waren dazumal selten und englische Sprachkenntnis so wenig gekannt und gesucht als spanische.	NN
Als aber ein lebendiger Engländer auf dem Platze war, überkam doch einen strebsamen ältlichen Herrn die Lust, Englisch zu lernen, und er lud zu diesem Zweck den Herrn Cramble zum Kaffee ein, der, wie aus dem schon Erzählten hervorgeht, des Deutschen vollkommen mächtig war.	RP
Zuerst wollte man die Konjugationen kennenlernen, also mit den Fürwörtern beginnen:	NN
» Was heißt: Ich? « fragte der Deutsche.	DS
– » I «, antwortete der Engländer.	DS
– » Ei?	DS
Nun das ist ja ganz gut behalten!	DS
Du? «	DS
– » Thou «– » Sau « sprach der Deutsche nach, » thou « berichtigte der Engländer; » tsau « versuchte der Schüler wieder, » nicht tsau,thou! « schrie der Lehrer, » sehen Sie, so! « und er zeigte ihm, wie man die Zunge an die Zähne drücken müsse, um den englischen Zischlaut hervorzubringen.	DS
Der Schüler wollte es noch besser machen und streckte die Zunge heraus; da wollte aber weder thou noch Sauhervorkommen, und der indignierte Herr beschloß, an eine so grobe Sprache keine Mühe mehr zu wenden.	IS
Herrn Crambles Haushälterin, ein anständiges Frauenzimmer von guter Herkunft, aus einer andern Stadt, in der er sich früher niedergelassen gehabt hatte, um dort seine Tage zu beschließen, hatte sich durch ihre schutzlose Lage und das bedeutende Legat bestimmen lassen, diese Stelle zu übernehmen, mußte aber die Aussicht auf ein eigen Kapitälchen gar sauer verdienen.	NN
