text	stwr
» Und ein Ellbogen aus dem Ärmel «, meinte Klarinett.	DS
Indem aber schwang sich die ganze Figur plötzlich von der Mauer in den Hof hinab, eine zweite folgte, lange, bärtige, soldatische Gesellen.	NN
Beide, erst nach allen Seiten umherspähend, schlichen an die Haustür und versuchten vorsichtig zu öffnen, fanden aber alles fest verschlossen.	NN
Suppius und Klarinett verwandten kein Auge von ihnen.	NN
Jetzt bemerkten sie, wie die Fremden, an der Stalltür vorbei, quer über den Hof gingen und in der Gaunersprache miteinander redeten.	IS
» Schau «, sagte der eine, » haben schöne Klebis «( Pferde), » werden Santzen «( Edelleute) » sein, oder vornehme Kummerer «( Kaufleute), » die nach Leipzig schwänzen «( reisen).	DS
– » Eine gute Schwärze «( Nacht), versetzte der andre, » es schlunt «( schläft) » noch alles im Schöcherbeth «( Wirtshaus), » kein Quin «( Hund) » bellt und kein Strohbohrer «( Gans) » raschelt.	DS
Alch «( troll dich) » wollen die Karosse zerlegen, hat vielleicht Messen «( Gelder) » in den Eingeweiden. «	DS
» Das sind verlaufne Lenninger «( Soldaten), flüsterte Klarinett, » die kommen bracken «( stehlen), » ich wollt, ich könnt den Mausköpfen grandige Kuffen stecken «( schwere Schläge geben!)– » Was Teufel, verstehst du denn auch das Rotwelsch? « fragte Suppius erstaunt.	DS
Aber da war keine Zeit mehr zu Erklärungen, denn die Lenninger kamen jetzt gerade auf den Wagen los; der eine schnupperte ringsherum, ob er nicht einen Koffer oder Mantelsack fände, der andere aber griff geschwind, damit es sein Gesell nicht merken sollte, nach der Wagentür.	RP
Suppius und Klarinett hielten sie von innen fest, er konnte sie mühsam nur ein wenig öffnen, wunderte sich, daß es so schwer ging, und tappte sogleich mit der Hand hinein.	IS
» Aha, ein Paar Stiefeln! « sagte er vergnügt in sich, des überraschten Suppius Füße fassend.	DS
Indem aber schnappt Klarinett die Tür, wie eine Auster, rasch wieder zu, der Dieb hatte kaum so viel Zeit, die gequetschte Hand zurückzuziehn, er meinte in der Finsternis nicht anders, sein Kamerad hätt ihn geklemmt, weil er ihm den ersten Griff nicht gönnte.	IS
» Was ist das! « rief er zornig und böse diesem zu, » bist ein Hautz «( Bauer), » und kein ehrlicher Gleicher «( Mitgesell), » möchtest alles allein schöchern «( trinken) » und mir den leeren Glestrich «( Glas) » lassen! «	DS
– Der andre, der gar nicht wußte was es gab, erwiderte ebenso:	RP
» Was barlest «( sprichst) » du so viel, wenn wir eben was auf dem Madium «( Ort) » haben, komm nur her, sollst mir den Hautz wie gefunkelten Johann «( Branntwein) » hinunterschlingen! «	DS
Da trat plötzlich der Mond aus den Wolken und der Kutscher in die Stalltür, und die erschrockenen Schnapphähne flogen, wie Eidechsen, unter dem Schatten des Hauses zwischen Steinen und Ritzen durch den Hof und über die Mauer wieder in die alte Freiheit hinaus.	NN
» Nun, die bleiben auch noch draußen am Galgen hängen «, meinte Suppius aufatmend.	DS
Der schlaftrunkene Kutscher aber, der von allem nichts bemerkt hatte, siebte im Mondschein den Hafer für seine Pferde, gähnte laut und sang:	NN
» Wann der Hahn kräht auf dem Dache,	DS
Putzt der Mond die Lampe aus	DS
Und die Stern ziehn von der Wache,	DS
Gott behüte Land und Haus. «	DS
Darauf ging der Knecht an den Brunnen im Hofe, plumpte Wasser in den Eimer und kämmte und wusch sich, umständlich mit vielem Gegurgel und Geräusch, zu großem Ärger des Suppius, der gerne gesprochen hätte.	RP
