text	stwr
Die Geschichte sollte uns gelehrt haben, daß man durch das Beil eine Macht nicht ausrottet, welche noch die Geister beherrscht.	NN
Die deutsche Nationalversammlung trat zusammen, berufen auf den Wunsch des Volkes von den Fürsten.	RP
Mit dem Mandat der Revolution, d. h. mit absoluter Machtvollkommenheit, sagten die Radikalen.	IS
Die Regierungen schwiegen.	RP
Das Gewicht der Nationalversammlung beruhte auf der ungetheilten Macht der öffentlichen Meinung, als sie noch mit gewaltiger Kraft nach einem gewissen, aber in seinen Einzelnheiten nirgend klar erkannten Ziele hindrängte.	NN
Jemehr man. sich diesem Ziele näherte, je gespaltener wurde die öffentliche Meinung und je zweifelhafter das Ansehen der Nationalversammlung.	NN
Es hieß, man habe sich über die Throne erhoben, d. h. man wollte die Throne ignoriren, und doch knüpfte sich an die Throne jede feste Organisation.	IS
Diese Organisation hatte eine Erschütterung bekommen, aber als der erste Sturm vorüber, zeigte sich, daß sie weit unversehrter geblieben, als man glaubte.	RP
Es galt eine ausdauernde Arbeit, sie umzubilden, aufzulösen und mit dem neuen Lebenswuchs zu verschmelzen.	NN
Der Radikalismus wollte sie einfach zerschlagen und ein paar abstracte Grundformen, rohe, haltlose elementarische Gebilde an die Stelle setzen.	NN
Die Nationalversammlung ging nicht den Weg, auf den die Linke sie ziehen wollte, sie constituirte sich nicht als Revolutionstribunal, um die bestehende Organisation Stück für Stück zu zertrümmern.	NN
Sie suchte das Lebens	NN
fähige zu schonen und in den neuen Bau aufzunehmen.	NN
Da wandten sich ihre eifrigsten Freunde von ihr ab und nun steht ihr kein ausgesprochenes Recht zur Seite, dessen sie gegen ihre ehemaligen Freunde am meisten bedürfte.	NN
Hätte man der Nationalversammlung von Anfang keinen andern Zweck beigemessen, als den verfassungsmäßigen Gewalten der deutschen Staaten einen Plan der Einigung zur Genehmigung vorzulegen, hätte sie von vorn herein die Aufgabe gehabt, dem lebenskräftig Bestehenden möglichst Rechnung zu tragen, so würde man das schwierige aber unendlich dankbare Werk mit wachsender Theilnahme verfolgt und durch diese Theilnahme jeden Widerstand der Willkür besiegt haben.	RP
So glaubte man, die Nationalversammlung würde mit ein paar Strichen Alles abmachen und Allen Alles recht machen, Jeden von seinen Leiden erlösen, kurz überall Wunder thun.	IS
Die Unmöglichkeit, solche ungemessene Forderungen zu befriedigen, mußte aber, da sie einmal gestellt waren, dem Ansehen der Nationalversammlung Eintrag thun.	RP
Das gleiche Loos traf die neugeschaffene Centralgewalt.	NN
Die Trägheit wird immerzornig, wenn ihr die Tauben nicht gebraten in den Mund fliegen.	NN
Hier, weil ihr die Blüthen der Revolution nicht ohne sorgfältige Pflege und Arbeit als fertige Früchte in den Schooß fielen.	NN
Dieses Element der Unzufriedenheit beutete die Konspiration sorgfältig aus.	NN
Sie, versuchte den Celat, als das Schooßkind des zum ersten Male sich regenden Gemeingefühls der Deutschen, Schleswig-Holstein nicht gleich nach Wunsch behalten werden konnte.	NN
Weil Wrangel nicht über den Belt marschirte, da das souveräne Volk doch meinte, er würde zufrieren, und die Eroberung Schleswigs von Europa nicht sogleich anerkannt wurde, so rief man das Volk wegen solchen Frevels an seinem Willen zur Rache auf.	reported;indirect
Das Manöver war so confus angelegt, daß es mißlang, und der Abgrund, der sich aufthat, so schaudererregend, daß eine berechtigte Reaction eintrat.	NN
Die Centtalgewalt trat der Konspiration und Anarchie energisch entgegen und die Majorität der Nationalversammlung nahm eine feste Stellung gegen die der Anarchie befreundete Minorität ein.	NN
