text	stwr
Wie ich mir nicht das Genick gebrochen habe, ist mir heute noch rätselhaft — es handelte sich ja aber nur um einen „ German ".	IS
In Amoy angelangt, fanden wir in einem sehr netten deutschen Hotel Unterkommen, haben hier ein sehr gutes Zimmer und ausgezeichnete Verpflegung — Vorzüge, die wir um so mehr zu schätzen wissen, nachdem wir eine Nacht in dem ersten Hotel Hongkongs hatten logieren müssen.	NN
Das ist ein Riesenhotel, das neulich in einem Monat einen Reingewinn von 150000 Dollars eingebracht hat.	NN
Dabei herrscht dort eine Unordnung und Unsauberkeit wie in keinem zweiten europäischen Hotel Ostasiens.	NN
Es ist unter englischer Leitung und in englischem Besitz.	NN
Hier in Amoy besuchten wir natürlich sofort meinen ehemaligen Leipziger Studiengenossen Dr. M., der hier deutscher Konsul ist.	NN
Am nächsten Tage waren wir dort zum Diner als die einzigen gebildeten Menschen unter lauter Engländern.	NN
Da niemand vorgestellt wurde, wissen wir auch nicht, wer dort war.	reported;indirect
Keiner dieser edlen Briten hat mit Lilly auch nur ein Wort geredet, und als nach Tisch ein wenig getanzt wurde, fand sich keiner, der Lilly engagierte.	RP
Es ist wirklich ganz unglaublich und für einen Menschen mit kontinentalen Anschauungen schier unfaßlich, daß eine solche Nation von Rüpeln hier tonangebend sein kann.	reported;indirect
( „ Sehr richtig ", sagt Lilly eben.)	DS
Zu meiner Freude sehe ich, daß M. die Engländer amtlich und dienstlich stets mit schonungsloser Rücksichtslosigkeit behandelt und daher in hoher Achtung bei ihnen steht.	NN
Als einmal ein Engländerjüngling, der bei den Customs angestellt war, in Tamsui auf Formosa, wo M. früher Konsul war, in betrunkenen Zustande das deutsche Konsulatsschild herunterriß, verlangte er seine sofortige Dienstentlassung und setzte sie auch durch.	RP
Der Vorgesetzte jenes Jünglings gab sich die größte Mühe, Dr. M. weich zustimmen, indem er ihm sagte, der junge Mann sei sonst ein braver Mensch, der ganz unbemittelt sei und seine alte Mutter zu ernähren habe.	IS
Daraufhin erklärte M., daß der junge Mann ihm persönlich unendlich leid tue, daß er aber als Vertreter des Deutschen Reiches auf der sofortigen Entlassung bestehen müsse.	IS
Im übrigen sei er herzlich gern bereit, ihm zu helfen, und als deutscher Gentleman eröffnete er eine Kollekte, indem er zugleich als erster eine große Summe zeichnete.	indirect freeIndirect
Natürlich konnten nun die Beefs nicht hinter ihm zurückbleiben und mußten ebenfalls blechen.	NN
Der junge Mann aber wurde auf seine heimatliche Insel zurückgeschickt und kann nun in Muße darüber nachdenken, daß man sich mit dem Deutschen Reiche und seinen Vertretern nicht ungestraft englische Späße erlauben darf.	IS
Vor seiner Abreise kam er noch zu M. und bedankte sich für die Hilfe.	RP
Amoy ist landschaftlich und durch seine schönen Tempelbauten sehr interessant.	NN
Den Hintergrund bilden kahle scharfgezackte hohe Gebirgsketten, während das Hügelgelände an der Küste mit zahllosen mächtigen Felsblöcken von ganz grotesken Formen besät ist, zwischen denen allenthalben malerische kleine Tempel hervorgucken.	NN
Wir machten gestern einen sehr genußreichen Ausflug in die nächste Umgebung Amoys.	NN
In dem Gebirge wimmelt es von Tigern, die zuzeiten auch Streifzüge in die Vorstädte unternehmen.	NN
Einmal kam sogar ein mächtiger Tiger von Amoy nach Kulangsu herübergeschwommen.	NN
Kulangsu ist nämlich die reizend malerische Insel, auf der die Europäer wohnen( während ihre Geschäftsbüreaus in Amoy sind).	NN
