text	stwr
Die höchste Gerechtigkeit ist stets Vergebung. "	DS
Und er lächelte.	NN
Ja — das war auch eine Bekanntschaft — und vielleicht die eigentümlichste von allen, die er hier in seiner neuen Gemeinde gemacht hatte.	NN
Der Einsiedler ans dem Bjönntal.	NN
Aus dem Fjordende hinter Tennö erstreckte sich das Bjönntal tief in das Land hinein, zwischen den finstern Bergen bis ganz an das bläuende Grenzgebirge hinan.	NN
Zu beiden Seiten der Bjönna, die in breitem Lauf das ganze Tal durchfloß, stand dichter, uralter Tannenwald.	NN
Kein Übergang konnte überraschender sein, als wenn man vom Meeresufer mit den nackten Felsen in die schwarzen, sausenden Bjönntalwälder gelangte.	NN
Hier drinnen lebte eine kleine Bevölkerung eingewanderter Finnen ihr eigenes Leben in ihren Ansiedlungen, weit verschieden von dem des Fischervolks an den Fjorden oder auf den Inseln da draußen.	NN
Hin und wieder hatte er den Einsiedler da drinnen im Walde nennen hören; niemand wußte so recht, wer er war, woher er kam, wie er hieß.	reported;indirect
Er selber nannte sich nur Herr Johannes.	RP
Viele Jahre lang hatte er in seiner kleinen Bretterhütte oben im Bjönntalwalde gelebt, wo er Jagd betrieb und Lachs im Elf fischte.	NN
Unten an die See hinab kam er niemals.	NN
Auch die Quänen da oben sahen nur wenig von ihm.	NN
- Aber sie wußten doch nur Gutes von ihm zu berichten.	RP
Er galt unter ihnen als eine Art Arzt und hatte zuweilen Kranke mit Medizin geheilt.	NN
Im übrigen waren allerlei Sagen über ihn im Umlauf.	RP
Er sei wegen eines Verbrechens geflohen, — er habe dem russischen Kaiser einen großen Schatz geraubt und ihn unter dem Fußboden in seiner Hütte vergraben.	indirect freeIndirect
Zum erstenmal fuhr der Pfarrer im Herbst in einem Flußboot die Bjönna hinauf.	NN
Auf der Rückfahrt, flußabwärts, erlitt das Boot Havarie, und der Pfarrer ging an Land, während er darauf wartete, daß die Bootsleute den Schaden ausbesserten.	NN
Dies verzögerte sich und die Dunkelheit des Herbstabends brach herein.	NN
Er fragte die Leute, ob es weit sei bis zu den nächsten Wohnstätten, wo er Schutz gegen den Regen finden könne, und erfuhr dann, daß die Hütte des Herrn Johannes gar nicht weit von hier entfernt liege.	IS
Er ging am Flußufer entlang, bis er Licht sah.	NN
Als er sich über den kleinen, ausgerodeten Platz der Hütte näherte, ward er mit lautem Hundegekläffbegrüßt.	NN
Die Tür tat sich auf und eine starke Stimme rief hinaus.	RP
Was es war, verstand der Pfarrer nicht, denn es war Quänisch.	IS
„ Guten Abend, und Gottes Friede! " rief er zurück.	DS
„ Wer ist das? " fragte die Stimme wieder, jetzt auf norwegisch.	DS
„ Ich bin der Gemeindepfarrer.	DS
Mein Boot ist leck geworden... "	DS
Er wurde mit großer Freundlichkeit aufgefordert, näher zu treten, und blieb schließlich die Nacht bei dem Einsiedler.	IS
Es war ein schöner alter Herr mit wallendem, weißem Bart, einem feinen, von Wind und Wetter gebräunten Gesicht.	NN
Auf der Feuerstelle in dem geräumigen Zimmer brannten dicke Tannenscheite und erhellten rotflammend die Balkenwände, die alle mit Geweihen, Fellen, Fisch- und Jagdgerätschäften behängt waren.	NN
Die vier Hunde legten sich bald wieder zur Ruhe.	NN
Dem Pfarrer ward ein Platz in einem Holzstuhlangewiesen, und Herrn Johannes' Diener, ein alter, hüftenlahmer Quäne, brachte ihm kaltes Geflügel und eine Flasche französischen Wein.	NN
