text	stwr
Der Miks Bumbullis war bald gefunden.	NN
Er trieb sich in den Krügen umher und erklärte in seiner Betrunkenheit jedem, der es wissen wollte, er sei von dem Hegemeister beklappt worden.	reported;indirect
Darum müsse er jetzt auf ein paar Jahre in die Kaluse.	indirect freeIndirect
Aber von dem Morde wußte er nichts.	RP
Dem Gendarm, der ihm Handschellen anlegte, streckte er die Zunge aus und bestand darauf, daß der Krüger sich das Geld für die Zeche selber aus der Hosentasche hole, denn er müsse die kostbaren Armbänder schonen, die der Staat ihm geschenkt habe.	IS
Ein strammer, gedrungener Kerl war er mit einem blonden Unschuldsgesicht.	NN
Trug das Haar noch von der Soldatenzeit her glatt an der Seite gescheitelt und sah mit großen, ausgeblaßten Augen gelassen in die Runde.	NN
Sein erstes Verhör verlief wesentlich anders, als der Untersuchungsrichter erwartet hatte.	NN
Der alte Hegemeister habe es zwar schon lange auf ihn abgesehen gehabt, im Walde Mann gegen Mann würde er auch sicherlich auf ihn abgedrückt haben, das hätte die Ehre von ihm gefordert; den Schuß durchs Fenster aber habe ein anderer getan.	indirect freeIndirect
Soweit war alles in Ordnung.	NN
Wo er sich denn in der Mordnacht aufgehalten habe?	indirect freeIndirect
Und nun kam die merkwürdige Wendung.	NN
Er sei irgendwo eingestiegen, sich eine neue Flinte zu beschaffen.	indirect freeIndirect
Wo, sage er nicht.	indirect freeIndirect
Was er denn mit der Flinte habe anfangen wollen, da er doch sicher gewesen sei, alsbald verhaftet zu werden?	indirect freeIndirect
Er habe über die Grenze gehen wollen, und da drüben müsse man immer was in der Hand haben.	indirect freeIndirect
Der Untersuchungsrichter legte ihm ans Herz, daß, wenn er nicht angeben wolle,	IS
wo	IS
er den Einbruch verübt habe, sein Kopf sich schon als abgetan betrachten könne.	IS
Aber auch das half nichts.	NN
Noch an demselben Tag wurde er zwischen zwei Gendarmen auf einen Bretterwagen gesetzt und die zwei Meilen weit zur Mordstätte gefahren.	NN
Das Publikum in Heydekrug sammelte sich am Weg und starrte ihn an.	NN
Das schien ihm großen Spaß zu machen.	NN
Grigas und Eve empfingen die Gerichtskommission mit der dienstfertigen Würde des guten Gewissens, die heftig in Verlegenheit umschlug, als ihnen die näheren Umstände der frühmorgendlichen Heimkunft abgefragt wurden.	RP
Der Tatbestand war klar.	NN
Der Bruch der Fensterscheibe schien auf einen Schrotschuß hinzuweisen, obwohl nur	NN
eine	NN
Wunde– dicht über dem Herzen– sich vorfand.	NN
Genaueres festzustellen blieb der Leichenöffnung vorbehalten.	NN
Fußspuren ließen sich nicht entdecken.	NN
Als Miks Bumbullis vor die Leiche geführt wurde, tasteten ein halbes Dutzend Augenpaare gierig nach seinem Angesicht.	NN
Der große Augenblick, der so manches Geständnis aus der Seele reißt, verging ungenutzt.	RP
Ruhevoll– ein wenig neugierig fast– blickte Miks auf den Körper nieder und sah sich dann, als suche er irgend etwas, in der Stube um.	NN
Die üblichen Vorhaltungen, die der Dolmetsch, ein kluger, kleiner Mann, der in der Seele des fremden Volkes zu lesen gewohnt war, noch eindrucksvollerübersetzte, verhallten ungehört.	RP
» Ich weiß von rein gar nuscht, « blieb die einzige Antwort.	DS
Nur als hierauf die kleine Anikke weinend hereingeführt wurde, flog ein Schein wie von plötzlicher Ermüdung über die gestrafften Züge– einen Augenblick nur–, dann war er wieder der alte.	NN
Aus dem Kind ließ sich, wie natürlich, vor den fremden Männern nichts herausbringen.	NN
