text	stwr
Unbekümmert um die alten legitimen Gewalten sollte jedes Volk im ethnisch-sprachlichen Sinne auch einen Staat für sich bilden, sollten die in verschiedene Staaten zerteilten oder unter fremder Herrschaft stehenden Teile eines Volkes zur staatlichen Einheit gelangen.	NN
Man hat in Napoleon dem Ersten den Schöpfer des Nationalitätsprinzips sehenwollen.	NN
Seltsamer Gedanke, er, der nach Launen die Länder und Völker immer von neuem durcheinander warf, war von dem Gedanken des Nationalitätsprinzips ganz unberührt.	RP
Selbst Frankreich war ihm nicht Nationalstaat, sondern nur die Grundlage einer Universalmonarchie, die alles nationale Leben erstickte.	NN
Und doch ist das Nationalitätsprinzip auf niemand anders zurückzuführen als auf Napoleon den Ersten.	NN
Er war nur ein Schöpfer wider Willen.	NN
Er lehrte die unterdrückten und gepeinigten Völker sich aus dem Weltbürgertum des achtzehnten Jahrhunderts auf ihre Nationalität zu besinnen, er lehrte feindliche Nachbarn der bisherigen Zwergstaaten sich in größeren Staatswesen zu gemeinsamer Arbeit zusammenzufinden.	RP
So geht das Nationalitätsprinzip allerdings auf Napoleon den Ersten zurück.	NN
Aufgabe der Heiligen Alliance wurde es nun, den durch den Wiener Kongreß hergestellten Zustand der legitimen Gewalten gegen Angriffe der Revolution zu verteidigen.	NN
Die lebendige Verkörperung der Heiligen Alliance, obgleich nicht ihr Schöpfer, wurde nun Metternich.	NN
Die Erhaltung des in den günstigsten geographischen Grenzen wiederhergestellten österreichischen Kaiserstaates war die Aufgabe des Metternichschen Systems.	NN
Diese Aufgabe konnte bei dem Völkergemisch Österreichs nur erfüllt werden, wenn die Nationalitäten Österreichs nicht aufeinander losschlugen.	NN
Das war nur möglich in einem absolut regierten Österreich.	NN
Die konstitutionelle Bewegung in Deutschland und Italien mußte also derart unterbunden werden, daß sie nicht auf Österreich übergriff und im Konstitutionalismus die Nationalitäten stärkte.	NN
So wendet sich das Metternichsche System gleichmäßig gegen Konstitutionalismus und Nationalitätsprinzip.	NN
Dadurch fanden sich aber die ursprünglich getrennten Richtungen des Konstitutionalismus und des Nationalitätsprinzips zusammen.	NN
In Deutschland wie in Italien wurde die nationale Einheit eine liberale Forderung und wurde zuerst vom Liberalismus gegen absolutistische und altständische Strömungen vertreten.	NN
Die konstitutionelle Bewegung Italiens vor 1820 bewegte sich noch durchaus auf partikularistischem Boden, sie war eine besondere in Sizilien, in Neapel, in Piemont.	NN
Ihre Unterdrückung durch Österreich zeigte, daß man nur auf einer breiteren nationalen Grundlage zum Ziele gelangen könne.	NN
Die neuen Verfassungen im Südwesten Deutschlands zogen geradezu in den willkürlichen Bildungen der Rheinbundszeit ein partikuläres Staatsgefühl heran.	NN
Doch die Bevormundung des Bundestages unter Metternichs Leitung führte den süddeutschen Partikularismus zu der neuen Formel:	NN
„ Durch Einheit zur Freiheit ".	NN
Die Bewegung des Jahres 1848 ist daher in Deutschland wie in Italien bereits vom Nationalitätsprinzipe beherrscht, ohne doch den Bestand der Einzelstaaten beseitigen zu wollen.	NN
Am zielbewußtesten kommt das in dem Werke der Paulskirche zum Ausdrucke, deren Versammlung es leider nicht verstand, den Anschluß an den einzigen Machtfaktor deutschen Lebens, den preußischen Staat, zufinden.	NN
In der italienischen Revolution von 1848 überwiegt noch die liberal-konstitutionelle Richtung auf dem Boden des Einzelstaates, wenn auch die Vertreibung der Österreicher aus Lombardo-Venetien und dessen Vereinigung mit dem Königreiche Sardinien als erste Voraussetzung der Freiheit galt.	NN
Aber	RP
national wagte man über einen lockeren Staatenbund der italienischen Staaten unter dem Vorsitze des Papstes nicht hinauszudenken.	RP
In zielbewußter Weise hat erst Napoleon der Dritte das Nationalitätsprinzip zum leitenden Grundsatze seiner auswärtigen Politik gemacht trotz der Warnungen Thiers, daß die Einigung Deutschlands die weitere Folge der italienischen Einheit sein werde.	IS
