text	stwr
Der Zarenbesuch in Racconigi.	NN
Staatssekretär Nieberding.)	NN
In zwei deutschen Bundesstaaten, im Königreich Sachsen und im Großherzogtum Baden, haben jetzt an demselben Tage — dem 21. Oktober — Neuwahlen zum Landtage stattgefunden.	NN
Die sächsischen Wahlen wurden noch besonders dadurch interessant, daß sie zum erstenmal nach dem neuen Wahlgesetz — unter Anwendung der Pluralstimmen — erfolgten.	NN
Bei der gegenwärtigen Stimmung, die noch ganz unter dem Einfluß der Kämpfe um die Reichsfinanzreformsteht, hat sich in beiden Fällen die Aufmerksamkeit aller politischen Kreise im ganzen Reiche diesen Landtagswahlen zugewandt, wie kaum je zuvor.	NN
So häufen sich schon die eingehendsten Wahlbetrachtungen, obwohl weder in Sachsen noch in Baden ein fertiges Ergebnis vorliegt.	NN
Aber die Hauptsache ist schon klar geworden: eine starke Verschiebung nachlinks.	NN
Und darüber nachzudenken hat man allerdings Ursache genug.	RP
Sehen wir zunächst, wie sich die Wahlen bisher gestaltet haben.	NN
Der sächsische Landtag bestand bisher aus 82 Abgeordneten.	NN
Die Konservativen hatten in ihm eine absolute Mehrheit, denn sie verfügten über 46 Mandate.	NN
Nächst dem war die stärkste Partei die der Nationalliberalen mit 31 Mandaten.	NN
Endlich gehörten der Kammer an: 3 Freisinnige, ein Mitglied der Reformpartei und ein Sozialdemokrat.	NN
Nach dem neuen Wahlgesetz soll die Zweite Kammer aus 91 Abgeordneten bestehn.	NN
Aber die Hauptwahlen haben vorläufig nur über 34 Mandate eine Entscheidung gebracht, und von diesen sind nur 14 den Konservativen zugefallen, 16 dagegen den Sozialdemokraten und nur vier den Nationalliberalen.	NN
Wir haben also nicht weniger als 57 Stichwahlen vor uns, und an diesen ist die Sozialdemokratie in 53 Wahlkreisen beteiligt, während sich die Beteiligung der Parteien der Rechten( Konservative, Mittelstandspartei, Bund der Landwirte, Reformpartei) auf 22 Wahlkreise beschränkt.	NN
Die Nationalliberalen kommen in 30 Wahlkreisen bei der Stichwahl in Frage, die Freisinnigen in 8. Daraus ist zu ersehen, daß die endgiltige Zusammensetzung der Kammer noch überaus unsicher ist.	NN
Aber aus den Ergebnissen der Hauptwahl läßt sich doch schon manches entnehmen.	NN
Es sind vor allem drei Tatsachen, die die neue Lage von der bisherigen unterscheiden.	NN
Erstens hat die Sozialdemokratie einen unbestreitbaren Erfolg davongetragen; selbst wenn sie — was wohl unwahrscheinlich ist — in der Stichwahl kein einziges Mandat mehr gewinnt, vertritt sie in der Kammer schon eine Minderheit von nahezu einem Fünftel.	NN
Zweitens haben die Konservativen ihre bisher behauptete Mehrheit verloren; wenn sie in der Stichwahl sämtliche Sitze gewinnen, für die sie in Frage kommen können, bleiben sie noch um zehn Mandate hinter ihrer bisherigen Stärke, die zugleich im neuen Landtage die Mindestziffer der absoluten Mehrheit ist, zurück.	NN
Drittens können die Liberalen auch im günstigsten Falle — d. h. wenn sie in allen Stichwahlen, an denen sie beteiligt sind, Sieger bleiben — keine Mehrheit im neuen Landtag erreichen.	NN
Das ergibt im ganzen in jedem Falle eine recht unerfreuliche Lage, die eine stetige Politik außerordentlich erschweren muß, wenn sich nicht Konservative und Liberale in verständiger Weise zu einigen wissen und der Sozialdemokratie gegenüber fest zusammenhalten.	RP
Das Großherzogtum Baden hat in seiner Zweiten Kammer 73 Abgeordnetenmandate.	NN
Von diesen sind bei den Hauptwahlen am 21. Oktober 38 endgiltig	NN
vergeben; 35 Stichwahlen stehen also bevor.	NN
Von den Sitzen, über die schon entschiedenist, hat das Zentrum 23 errungen, die Sozialdemokratie 10, die nationalliberale Partei nur 4, die Volkspartei einen, die konservative keinen einzigen.	NN
