text	stwr
Er hörte das Plätschern .. von einem Brunnen, der in der Nacht von Schick vors Haus gestellt wurde... und seltsame Dinge geschahen um den Brunnen, sein Becken war grün wie der Froschteich, und er stand am Rand und weinte darüber, daß ihm die Eier auswichen und untersanken und das Becken sich mit trübem Wasser füllte.	NN
Und Schick saß bescheiden in die Ecke der aus der Mitte ragenden Brunnensäule gedrückt, und sah wehmütig aus und machte ganz zaghafte Nickerchen zu ihm, als traute er sich nicht, ihn einzuladen, weil er nun der große Herr Eiskönigsei.	NN
Er hatte Mitleid mit dem alten verlassenen Freund, wenn der Wind die Strahlen der Rohre schüttelte und Schick die Haut zusammenzog.	NN
Der Nacht folgte ein trüber Tag.	NN
Der Knabe saß herum, mürrisch und wehleidig.	NN
Es war ihm, als hätte ihm jemand das Mädchen gestohlen und ihn jemand mit Schick entzweit.	IS
Die Freundschaft zu dem Mädchen am großen See war wie nie oder schon vor langer Zeit gewesen, so daß man sie nicht mehr erneuern konnte, ohne den Eindruck jenes Tages zu zerstören und die Erinnerung an ein bestimmtes liebliches Aus sehen der Geliebten zu verwischen oder ganz zu verlieren.	RP
Und mit Schick konnte es nicht mehr das Alte werden, man hatte sich gegenseitig beschimpft und verleumdet.	RP
Er preßte die Nase an die Fensterscheiben und sah stundenlang die Schmiedknechte an Bindfaden vom Himmel auf die Erde sausen und ihre Hämmer durcheinander auf der Straße schwingen, bis die Schlacke abfloß und die harte Rinde erschien... dann hörten sie auf.	NN
Schick war Geschäftsmann und sah die Sache weniger sentimental an.	NN
Er brauchte notwendig jemand, der seine Anschauung im Dorf vertrat.	NN
Hatte das der Knabe früher getan, so wirds auch wieder werden, dachte er.	DS
Das Heer konnte ein böser Bundesgenosse werden, wenns einmal ans Angeln und Fischen ging, den Erlen die Zweige schnitt, Pfeifen klopfte, und Peitschen handelte, das sah Schick voraus.	RP
Er hatte darum wahrhaft tückisches Bemühen, den Knaben anzulocken.	NN
Schick ließ dem Knaben durch die Quelle, die er als reißenden Bach ins Dorf hineinschickte, mitteilen, er möchte zu Schick kommen zu umfangreicher inniger Versöhnung, er wolle ein Wasserfest ihm zu Ehren geben, eine Ehre sei der andern wert!	IS
Der Bach richtete es wortgetreu aus und rannte dem Knaben über die Hausschwelle, redete sogar an dem Knaben herum im Stall, im Keller, auf dem Miste, in der Scheune, recht aufdringlich, aber der Knabe zog bloß die Füße hoch und lachte: » will er mich wieder haben?	reported;direct
.. er kann warten .... er soll sein Fest allein feiern .... meint Schick, er dürfe mich nur einladen, dann...? «	DS
Was zog dem Knaben für ein warm Gefühl durchs Herz, nach der Absage.	RP
Seine Freundschaft und Liebschaft war doch erst von gestern.	NN
Es hellte sich auf und war am Himmel noch gleich schwarz und düster.	NN
Der Quelle wars angenehm, daß der Knabe die Einladung nicht annahm.	NN
Sie hatte dem Frosch den Botendienst nur ungern getan.	NN
Und weil sie unverrichteter Dinge ins Dorf gelaufen war, scheute sie sich, zum Frosch zurückzukehren, trieb sich herum und verlief.	NN
Sie überschwemmte die Wiesen.	NN
