text	stwr
Auf die erste stumpfsinnige Betäubung folgte die gottlästernde Verzweiflung und dieser die unheilbare, herzzerfressende, täglich wachsende Melancholie.	NN
Das neue Leben, welches sich auf der schwarzgebrannten, blutgetränkten Stätte um ihn her kümmerlich und kläglich erhob, hatte keinen Sinn für ihn; die Geister der erschlagenen dreißigtausend Männer, Weiber und Kinder, welche in den Ruinen umgingen, machten diese winzige, trostlose Lebendigkeit selber zu einem Spuk, und der Schatten der versunkenen Stadt duldete kein Sonnenlicht über den neuen Wohnstätten, die aus rauchgeschwärzten Mauersteinen und halbverkohlten Balken langsam aufwuchsen.	NN
Und die Pest saß mit unter den Trümmern und wich nicht; neue Kriegsstürme brausten heran und drangen durch die alten Breschen der Wallonen und Kroaten und fuhren grimmig durch die offenen Pf orten der Stadt, deren Torflügel seit dem zehnten Mai zu Boden lagen wie alles andere.	NN
Vergeblich versuchte es der Gelehrte, seinen Lehrstuhl wiederaufzurichten; in allemvernichtet, wich der Meister Konrad im vierten Jahre nach der Verwüstung– gen Halberstadt und von dort in den Wald, um den Menschen, dem Greuel der Welt ganz zu entfliehen und sein Kind zu retten aus dem Chaos und der Sünde der Zeit.	NN
–	NN
Wir haben erzählt, wie ihm die Leute von Wallrode im Elend und ihr Pfarrer Friedemann Leutenbacher seine Hütte an der hohen Tanne bauen halfen und wie er sein Einsiedlerleben daselbst begann.	IS
 - - -	NN
Wollte dieser Schneesturm nimmer zu einem Ende kommen?	FI
Mächtiger und mächtiger sauste und brauste es und schüttete die weißen Lasten auf Forst und Dorf.	NN
Es knackte und knirschte das Gezweig, es krachten die Stämme; der Wolf heulte, wenn die Windsbraut Atem schöpfte, und durch all den Aufruhr der Natur klang dem Pfarrer Friedemann Leutenbacher ein Lied ins Ohr, Verse aus einem Liede, welches Else von der Tanne gesungen hatte:	NN
Vierzehn lange, lange Wochen	DS
Gab die Liga Sturm auf Sturm,	DS
Vierzehn lange, lange Wochen	DS
Trotzte Mauer, Wall und Turm.	DS
Tapfre, fromme, teutsche Bürger	DS
Schützten Glauben, Ehr und Haus–	DS
Dreißigtausend Ketzerleben	DS
Rottet heut die Kirche aus!	DS
Stadt gewonnen!	DS
all gewonnen!	DS
Und des Kaisers Feldherr spricht:	DS
Seit Jerusalem verloren,	DS
Sah man solch Viktori nicht!	DS
Heilige Jungfrau, Mutter Gottes,	DS
Dank und Gloria!	DS
Dir die Ehr!	DS
Seit man Troja hat gewonnen,	DS
Sah man solchen Sieg nichtmehr!	DS
Aber nicht bloß dieses Lied, nein, manch andere Weisen, deren Noten niemals eine Menschenhand auf Papier festgebannt hatte wie die Buchstaben eines Buches, sang Else von der Tanne!	FI
Else von der Tanne, die schönste Maid– Else von der Tanne, die von der Sünde und dem Greuel der Welt im Wald, im Elend unberührt geblieben war!	FI
Else von der Tanne, die reinste, heiligste Blume in der grauenvollen Wüstenei der Erde– Else von der Tanne, die Seele des großen Waldes!	FI
Der Pfarrer Friedemann Leutenbacher im Elend mußte beide Hände vor das Gesicht schlagen, er mußte bitter weinen; die winterliche Sturmnacht mußte endlich doch zu ihrem Ende gelangen; aber	NN
die	NN
Nacht, welche sein Leben jetzt bedrohte,	NN
die	NN
konnte nicht enden, solange er noch unter den Lebenden wandelte.	NN
Else von der Tanne hatte als Kind an seiner Seite gesessen und hatte um seine Kniegespielt, während er mit ihrem finstern Vater ernstes Gespräch über der Welt Lauf und Bedrängnis pflog.	RP
