text	stwr
Nämlich mein Freund Albin wartet auf ihn.	NN
Er ist ein Poet, Albin, und zwar ist er das Genie des Fragments; er hat noch nie etwas bis zu Ende geschrieben.	RP
Die Ideen strömen ihm zu, das erzählt er mir oft, und ich war dabei, wie er in seiner Kaffeehausecke saß, auf die Marmorplatte des Tisches starrte und plötzlich aufsprang– weil die Ideen ihn nicht in Ruhe ließen.	IS
Ich faßte es sofort auf:	RP
er flüchtete vor den hunderterlei Gestalten, die da im Qualm des Kaffeehausdunstes um ihn tanzten, und ich, der ihm gegenübersaß, schaute ihm bewundernd nach.	NN
Ich wußte schon, daß er morgen mit der Mitteilung vor mich hintreten würde:	IS
Gestern nacht um ein Uhr hab' ich eine Novelle zu schreiben angefangen...	IS
Oder gar ein Drama!	IS
Oder er würde auch sagen: Höre einmal... dann pflegte er Reflexionen vorzulesen, abgerissene Sätze oder nur einzelne Worte mit irgendeinem überraschenden Epitheton.	reported;direct
Seine Reflexionen enden gewöhnlich mit einem Gedankenstrich, so ein Gedankenstrich, der zu einem spricht:	NN
Bitte sehr, setzen Sie jetzt diesen Gedanken fort, wenn Sie können!	DS
Ich weiß, daß ich einmal über einen solchen Gedankenstrich sehr pikiert war, weil ich nicht fortsetzen konnte, und zwar insbesondere, weil ich das Aphorisma nicht verstand.	IS
Albin aber würdigt mich seiner Freundschaft nach wie vor; denn ich bin nichtsdestoweniger der einzige, welcher ihn versteht.	RP
Man wird jetzt begreifen, warum ich manchmal stolz erscheine.	IS
Ganz seltsam wird mir, wenn er mir gestattet, seine Papiere zu durchblättern.	NN
Abgerissene Szenen, Brouillons zu Komödien, erste Kapitel die schwere Menge, Skizzen, Pläne flattern in losen Blättern vor mir auf, und es überkommt mich wie ein ehrfürchtiger Schauer.	NN
Ich weiß, warum Albin eigentlich nichtsarbeitet:	IS
es fällt ihm zuviel ein.	IS
Neulich erst brachte er seine Papiere mit ins Kaffeehaus.	NN
Er las mir an diesem Tage nichts vor als kurze Sätze, Worte oder, wie es in der Überschrift geschmackvoll hieß: » Plötzliches. «	RP
Im Anfang mußte ich ihn manchmal unterbrechen undfragen:	NN
Was bedeutet das?	DS
Da empfing ich meist eine Antwort in folgender Art: Das wird im Zusammenhange klar, oder:	DS
ich weiß es selber nicht mehr, oder: das gehört in irgend etwas hinein, was mir noch nicht eingefallen ist, oder: wie?	DS
das begreifst du nicht?	DS
...	NN
Und dann las er unbeirrt weiter.	RP
Zum Beispiel:	NN
Er spielte eine Tangente am Kreise...	DS
Wer?	DS
fragte ich.	NN
Er warf mir einen vernichtenden Blick zu und las weiter: Was ist Treue?	DS
Zufall, Mangel an Gelegenheit zur Untreue– eine ArtKrankheit.	DS
( Pause.)	NN
Toter Orkan.	DS
( Pause.)	NN
Als ich sie das erstemal sah, gähnte sie just.	DS
( Pause.)	NN
Er ging daher wie ein vazierender Gott.	DS
Wer?	DS
rief ich dazwischen.	NN
Das weiß ich ja noch nicht, erwiderte er beinaherregt; ich warte auf den vazierenden Gott.	DS
Ah!	DS
Du wartest auf ihn...	DS
Was ist das eigentlich, ein vazierender Gott?	DS
Das läßt sich nicht erklären, das muß man empfinden...	DS
Ich empfinde es bereits, versetzte ich– jedenfalls etwas voreilig.	DS
Ein Gott, hm– ein Gott, der vaziert... der, auf den der Vergleich paßt, muß entschieden ein gewaltiger Kerl sein!	DS
Stelle dir vor, sagte Albin...	DS
Ich stelle mir bereits vor, erwiderte ich.	DS
Er geht daher... im vollen Bewußtsein seiner Göttlichkeit, aber er hat keine Verwendung für diese Göttlichkeit...	DS
Jupiter ohne Anstellung...	DS
