text	stwr
– Herabsteigen?	DS
sagte er überrascht...	NN
Herabsteigen?	DS
Zunächst wollen wir doch höher hinaus. «	DS
Und bevor ich dazwischen treten konnte, hatte er zwei Sandsäcke ergriffen und sie über den Gondelrand hinaus geschleudert, noch ehe sie ausgeleert waren.	NN
»Herr!	DS
rief ich zornig aus.	NN
– Ihre Geschicklichkeit ist mir sehr wohl bekannt, sagte langsam und bedächtig der Unbekannte; Ihre schönen Ballonfahrten haben allgemeines Aufsehen gemacht.	DS
Wenn man aber das Experiment die Schwester der Praxis nennt, so ist es auch einigermaßen mit der Theorie verwandt, und ich habe lange Studien über die Kunst der Aërostatik gemacht.	DS
Das ist mir in den Kopf gestiegen! « fügte er traurig hinzu und verfiel in tiefes Sinnen.	reported;direct
Nachdem der Ballon noch ein Mal gestiegen war, blieb er jetzt stationär.	NN
Der Unbekannte sah nach dem Barometer und sagte:	NN
» Wir sind achthundert Meter hoch!	DS
die Menschen sehen von hier oben aus wie Insecten.	DS
Ich glaube, man müßte sie immer aus dieser Höhe betrachten, wenn man vernünftig über ihre Verhältnisse urtheilen will!	DS
Der Theaterplatz gleicht jetzt einem ungeheuren Ameisenhaufen; sehen Sie, wie die Menge sich nach den Kais zieht und auf der Zeil vermindert.	DS
Jetzt sind wir über dem Dom.	DS
Der Main erscheint nur noch wie eine weißliche Linie, und jene Brücke, die Main-Brücke, sieht aus wie ein Faden, der über den Fluß gespannt ist. «	DS
Die Atmosphäre hatte sich etwas abgekühlt.	NN
» Es giebt wirklich nichts, was ich für Sie, meinen Herrn Wirth, nicht thun möchte, fuhr mein Begleiter fort; wenn Sie friert, bin ich bereit, meine Kleider auszuziehen und sie Ihnen zu leihen.	DS
» Genehmigen Sie meinen höflichsten Gruß .... «( S. 141.)	DS
– Danke!	DS
antwortete ich trocken.	NN
– Bah!	DS
wir wollen jetzt aus der Noth eine Tugend machen; reichen Sie mir die Hand; ich bin ein Landsmann von Ihnen und gedenke, Sie mit meiner Unterhaltung für den Aerger, den ich Ihnen verursacht habe, zu entschädigen ! «	DS
Er entlastete den Ballon um zwei Säcke.	NN
( S. 142.)	NN
Ich setzte mich, ohne irgend etwas auf seine Worte zu erwidern, am andern Ende der Gondel nieder.	RP
Der junge Mann hatte inzwischen aus den weiten Taschen seines Ueberrocks ein umfangreiches Heft geholt; es war eine Arbeit über die Aërostatik.	NN
Ich besitze eine interessante Sammlung von Stahlstichen und Carricaturen, die in Bezug auf unsere lustige Liebhaberei gefertigt sind, hub er an.	DS
Wie ist diese werthvolle Entdeckung zugleich bewundert und verhöhnt worden!	DS
Glücklicherweise stehen wir nicht mehr in der Zeit, wo Männer wie Montgolfier mit Wasserdampf künstliche Wolken herstellten und Gas aus der Verbrennung feuchten Strohs und zersetzter Wolle zu erzeugen suchten.	DS
– Wollen Sie vielleicht das Verdienst der Erfinder verringern?	DS
fragte ich, denn ich hatte unterdessen beschlossen, mir das Abenteuer zu Nutze zu machen.	IS
Es war doch immerhin Großes, die Möglichkeit, sich in die Lüfte zu schwingen, mit einem Versuch darzuthun?	DS
– Wer wollte denn den Ruhm der ersten Luftschiffer in Abrede stellen, mein Herr?	DS
Es documentirte sich ein ungeheurer Muth darin, mittels so gebrechlicher Hüllen, die nur erwärmte Luft enthielten, emporzusteigen!	DS
Aber ich frage Sie, hat die Aërostatik seit den Aufsteigungen Blanchards, d.h. seit beinahe einem Jahrhundert, große Fortschritte gemacht?	DS
Sehen Sie, mein Herr! «	DS
Und der Unbekannte zog einen Kupferstich aus seiner Sammlung hervor.	NN
