text	stwr
» Als hätte ihn Hanswurst mit der Britsche erschlagen «, erwiderte Andreas und setzte sich an seinen Arbeitstisch.	DS
Erschlagen unter Lachen und Scherzen.	NN
Die letzte, die reifste Arbeit seines Geistes war nicht einmal einer ernsthaften Beurteilung würdig.	NN
Noch nie hatte er an sein Alter gedacht, jetzt fiel ihm das Bewußtsein seiner fünfundvierzig Jahre schwer auf das Herz.	RP
Was konnte die Zukunft noch gutmachen?	FI
–	FI
er hatte keine mehr.	FI
Was konnte er von sich erwarten, nachdem er, urteilslos und blind, ein langes Dasein hindurch Werke geschaffen hatte ohne Wert undZweck?	FI
Das Bestreben seines ganzen Lebens war töricht gewesen, lächerlich alles, seine Hoffnungen, seine Entzückungen, ja selbst seine Resignation.	FI
Sogar sie, die bescheidene, entsprang einer Überhebung.	FI
Wo kein Anspruch vorhanden ist, da gibt es auch kein Verzichten.	NN
Nun wurden ihm die Augen geöffnet, nun sah er sich in seiner Erbärmlichkeit, und schlimmer noch, als er war, sahen ihn die anderen, die seine Verurteilung gelesen hatten– die seine, ja, er zweifelte nicht, daß sein Geheimnis, Gott weiß durch welchen Zufall, verraten sei.	IS
Gewiß!	DS
es ist so, und die Folgen werden nicht ausbleiben.	DS
Seine Kollegen werden ihm ihr Wohlwollen entziehen, ihm vielleicht sagen: Gehen Sie; ein Mensch, der öffentlich verhöhnt worden ist, gehört nicht in die Gesellschaft ehrenhafter Männer.	DS
...	FI
Schande!	FI
Schande!... Fressende Qual, nicht zu ertragen, nicht zu besiegen–– sie umspinnt ihn, sie haftet fest an ihm, nie mehr zu tilgen, nie mehr!	FI
–	FI
Sein Wesen erstarrt unter ihrem Hauche– o könnt er sterben!	FI
Aber so gut wird es ihm nicht.	NN
Erst muß noch alles wirklich erlittensein, was er jetzt in Gedanken erleidet.	RP
Im Zimmer entsteht eine Bewegung, er neigt den Kopf tiefer über das mit Worten und Zahlen bedeckte Blatt auf seinem Pulte, die schwarzen Zeichen laufen wütend durcheinander wie aufgescheuchte Ameisen.	NN
Nun wird ein Flüstern hörbar, Schritte nähern sich, eine Stimme ruft: » Herr Muth! «	reported;direct
Und er springt empor.	NN
Seine Kollegen stehen in zwei dichten Reihen vor ihm, an ihrer Spitze in feierlicher Haltung der Finanzrat und der Finanzsekretär.	NN
Jetzt, denkt Andreas, jetzt werden sie mir sagen, daß sie nicht mehr mit mir dienen wollen, daß ich um meine Entlassung bitten soll.	DS
Der stattliche Rat weidete sich einen Augenblick an der Bestürzung seines Untergebenen und begann dann voll Salbung laut und langsam:	NN
» Sie feiern, Herr Muth, heut Ihr fünfundzwanzigjähriges Dienstjubiläum.	DS
Ich und Ihre Kollegen, wir laden Sie ein, teilzunehmen an einem zu Ihren Ehren im Gasthofe, Zum weißen Lamm' veranstalteten kleinen Festsouper.	DS
Und findet dasselbe um neun Uhr statt. «	DS
Als ob er ihn nicht verstanden hätte, starrte Andreas den Sprecher mit weit aufgerissenen Augen an, in denen sich Überraschung, Freude, unaussprechliche Dankbarkeit spiegelten.	NN
Seine Hände, die die Sessellehne umklammert gehalten hatten, lösten sich, und er preßte sie ineinandergefaltet an seine Brust.	NN
Er wollte vortreten, die Knie brachen unter ihm, er wollte sprechen, die Stimme versagte ihm, und schluchzend wie ein Kind sank er auf seinen Platz zurück.	RP
Auf eine derart überwältigende Wirkung ihrer freundlichen Demonstration waren die Herren nicht gefaßt gewesen, und sie rief bei ihnen eine nicht geringe, wenn auch männlich bekämpfte Rührung hervor.	NN
