text	stwr
Aber die Kinder zählen ruhig weiter.	RP
Sie lachen dazu.	NN
Für sie sind die Zahlen nichts weiter als Zahlen.	NN
Kinder und Zahlen sind noch gleich unschuldig.	NN
Diese Rechner wissen noch gar nicht, was für ein gefährliches Subjekt diese so einfältige Eins ist, welche Tücken die Zwei bereits versteht,– und wie der Dreier schon eigentliche Untaten verübt.	IS
Gottlob, daß sie es noch nicht wissen, sie würden wahrlich nicht lachen!	RP
–	NN
Das Tafelrechnen fängt jetzt an.	NN
Der Schulweibel hätte nie gedacht, daß man mit so wenig Kreide so große Aufgaben löst.	IS
Man rechnet von Jahren und Jahrzehnten, von Ziegeln auf dem steilstenDache, von Blumenstöcken am Gesimse, von Soldaten, Vögeln, Rossen, und alles wird mit den gleichen Zahlen geschrieben.	RP
Da muß man nicht erst die Ziegel vom Dache holen oder die Vögel abfangen, nein, hier an der Tafel mit ganz wenig Kreide und diesen verdammten Zahlen wird alles Nötige besorgt.	NN
Und handelte es sich um einen Löwen, man schrieb eine Eins.	RP
Und er steckte in der Eins.	NN
Und wäre es ein Walfisch, zwanzig Walfische, einerlei, nur ein wenig Kreide und nur eine kleine Zahl.	NN
Wenn wir nur Zahlen und Kreide haben, wir zerdrücken die Welt zwischen Daumen und Zeigefinger.	NN
Die Ratsherren dürfen wohl staunen.	NN
In der Tat, das ist großartig.	NN
Aber beängstigend ist es doch auch!	NN
Dennoch, die Mädchen mit ihren dünnen Handgelenken und ihren kleinen, roten Fingern schreiben die Zahlen lustig her.	RP
Und dieBuben, das kleine Pack, wie gleichgültig malen sie die dickste Ziffer auf, als wäre es nur eine Erbse.	RP
Die spielen sozusagen mit dem Schießgewehr und wissen nicht, daß es geladen ist.	IS
Der Pfarrer allein fürchtet sich nicht im mindesten vor diesem Spielzeug der Kinder.	NN
In seiner Jugend hat er nichts lieber getan, als gerechnet.	RP
Ja, man darf sagen, er hatte das Zeug zu einem großen Rechner.	IS
Oft hat er dem Professor zugerufen:	NN
» Herr Doktor, das würde ich noch einfacher so - - - « oder:	DS
» Sollte man nicht kürzer - - - « usw.; ja, lange Zeit trug er sich wirklich in Heiratsgedanken mit der schönen, kalten Dame Mathematik herum.	reported;direct
Damals war sein Angesicht noch blaß und von jugendlicher Sehnsucht nach dem Ideal verzehrt, daher mager und leidend.	NN
So wie er jetzt da saß, behäbig, mit dem roten, gemütlichen Gesicht, der tiefen Zufriedenheit in jeder Miene, der genügsamen Freude am kleinsten Späßchen, an der geringsten Prise Schnupf, am schwächlichsten Antworten der Kinder, hätte ihn niemand von seinen alten Kameraden, hätte er sich selber nicht mehr gekannt.	RP
Denn da begab es sich, daß er im zweiten Kursus der Philosophie einen fremden, berühmten Prediger von der Gotteskunde reden hörte.	RP
– Es war eine Abendandacht, in die er nicht freiwillig, sondern mehr durch eine Reihe von Zufällen geraten war.	NN
Dämmerung hüllte schon das Volk, die bemalten Kirchenwände und selbst die Kanzel ein.	NN
Auch das helle, verklärte Antlitz des Predigers versank im zunehmenden Schatten.	NN
Dafür waren seine Worte wie Lichter, die in die Dunkelheit hinausgeschleudert wurden.	RP
Er sagte, wie es noch keiner so beweglich gesagt hatte, was das für eine Kunst sei, die Vergangenheit der Völker aufzudecken, gleichsam die Toten lebendig zu machen.	reported;indirect
