text	stwr
Vom Hause aus sieht man nach vorn in das Tal eines größern Flusses, des Piracicaba, der sich in den Tieté, einen Nebenfluß des Parana, ergießt; auf der entgegengesetzten Seite wird der Hausgarten von dem muntern Gebirgsbach Quilombo, der nach kurzem Laufe in den Piracicaba mündet, begrenzt.	NN
Die Wasserkraft des Quilombo ist für die Turbinen der Fabrik und eines zur Erzeugung von elektrischem Licht bestimmten Werkes nutzbar gemacht; nur in der Färberei ist Dampfbetrieb eingeführt worden.	NN
Etwas abseits liegt ein geräumiger, vom Quilombo aus bewässerter Wirtschaftsgarten, der neben Ananas und andern Südfrüchten auch Erdbeeren vom schönsten Aroma und neben Reis, Maniok, Bataten usw. fast sämtliche in Deutschland heimischen Gemüse liefert.	NN
Die letzten entarten freilich in dem heißen Klima nach kurzer Zeit, sodaß alljährlich neue Pflanzen aus europäischem Samen gezogen werden müssen.	NN
Der Geflügelhof war dicht bevölkert, unter anderm mit Perus ( Truthühnern), die in ganz Brasilien den Feiertagsbraten abgeben.	NN
Reittiere wurden in solcher Zahl gehalten, daß außer der ganzen Familie auch noch Gäste beritten gemacht werden konnten; doch waren für die Pferde und die Maultiere und ebenso für das Klauenvieh, obgleich es auf der Hochebene in den Nächten zuweilen empfindlich kalt wird, keine eigentlichen Ställe, sondern nur die landesüblichen offnen Schuppen vorhanden.	NN
Das zu dem Etablissement gehörende Land von 1600 Morgen wird von einem Unternehmer bewirtschaftet, der die Verpflichtung hat, Baumwolle zu bauen und an die Fabrik zu liefern.	NN
Da jedoch die von dem eignen Boden gewonnene Menge zur vollen Beschäftigung der Fabrik nicht ausreicht, so wird das Nötige von den Kolonisten in der Umgegend hinzugekauft.	NN
Bei den Besuchen in der Fabrik konnten wir beobachten, wie das vor unsern Augen vom Felde gebrachte Rohmaterial allen Prozeduren der Reinigung und Bearbeitung unterzogen wurde und schließlich als farbig gemusterter und appretierter Stoff in Ballen vor uns lag.	NN
Im Staate São Paulo ist es, wie ich hörte, die einzige sich in deutschen Händen befindende Fabrik dieser Art.	IS
Damals waren	NN
mit den Frauen und den „ Jugendlichen " zweihundert Arbeiter — sämtlich Italiener — in der Fabrik beschäftigt; es war jedoch schon ein größerer Erweiterungsbau in Angriff genommen worden, nach dessen Fertigstellung die Zahl stark vermehrt werden sollte.	NN
Die Arbeitszeit dauert von 1/2 6 Uhr Morgens bis 7 Uhr Abends mit einstündiger Mittagspause.	NN
Die Innehaltung dieser langen Zeit wird den Arbeitern dadurch sehr erleichtert, daß ihre Wohnhäuser dicht bei der Arbeitsstätte liegen.	NN
Immerhin genießen die Arbeiter das Tageslicht außerhalb der Fabrik nur in der einen Mittagsstunde, weil die Sonne während des ganzen Jahres erst nach dem Beginn der Arbeit aufgeht und vor deren Schluß wieder untergeht und die Dämmerung nur wenig Minuten dauert.	NN
Um hierfür einen gewissen Ausgleich zu schaffen, läßt die Fabrikleitung die Arbeit von Sonnabend Mittag an bis Montag früh vollständig ruhen.	NN
Die Fabrik gewährt den Arbeitern Wohnung und Gartenland sowie freien Schulunterricht für die Kinder, läßt ihnen Milch zu sehr billigem Preise ab und verschafft ihnen durch die regelmäßige Heranziehung von Metzgern Gelegenheit zum Einkauf von gutem, frischem Fleisch.	NN
Die gezählten Akkordlöhne sind so hoch, daß die Arbeiter, zumal da die Lebensmittel verhältnismäßig nicht teuer sind, durchweg bedeutende Ersparnisse zurücklegen und gern Landsleute auf die günstige Arbeitsgelegenheit aufmerksam machen.	RP
