text	stwr
Und der Engländer ändert gerade, was diese Ansichten anbetrifft, nicht so leicht seine Auffassung.	RP
Daher Verachtung der deutschen Geschäftsgepflogenheiten, und da, wo man den Erfolg anerkennen mußte.	NN
Wut gegen den stegreichen Konkurrenten, den Emporkömmling.	NN
Aber nicht nur der Großkaufmann auf dem Weltmarkte, auch der Mittelstand, der kleine Angestellte im Lande selbst hatte unter dem Wettbewerb zu leiden.	NN
Viele Tausende von Deutschen, begierig Sprache und Geschäftsgepflogenheit zu lernen, boten sich in England selbst zur Arbeit um geringen Lohn an, und drückten so die Lebensbedingungen breiter Schichten.	RP
Die englische Politik ist mit den kaufmännischen Interessen mehr verwachsen als die irgend eines Staates auf dem Kontinent.	NN
So sah man von offizieller Seite die Entwicklung Deutschlands seit langem mit Besorgnis an.	NN
Jedem Zuwachs an Macht und Einfluß suchte man entgegen zu arbeiten.	NN
Und als man die ungeheure Kraft und Energie, die sich in Deutschland selbst aufspeicherte, nicht mehr durch eine geschickte Gleichgewichtspolitik auf dem Festlande zur Neutralisierung bringen zu können glaubte, da sah man sich selbst gezwungen,	RP
die bewährte englische Politik, als unparteiischer, abwartender Dritter aufzugeben und die unbequemen Bande eines kontinentalen Bündnisses auf sich zu nehmen.	IS
Man hielt es für notwendig, zur weiteren Niederhaltung Deutschlands das Gegengewicht zu vermehren.	IS
Dabei wußte man wohl, daß im Ernstfalle die Hauptlasten und das Hauptrisiko die festländischen Bundesgenossen zu tragen haben würden: der ungeheure Vorteil der Insellage und der starken Flotte.	IS
Das war es aber, was in Deutschland allmählich sich verstärkenden Unwillen verursachte.	NN
Das unritterliche Verhalten eines Gegners, der aus dem sicheren Hinterhalte Pfeil auf Pfeil abschießt, ohne selbst den gleichen Kampfesbedingungen zu unterliegen.	NN
Das Durchkreuzen aller deutschen Pläne, einerlei wo auf der Elbe man sich den Platz an der Sonne in heißer Arbeit zu erwerben bemühte, den Platz, der dem Fleiß und der Tüchtigkeit einer Nation von sechzig Millionen Menschen wohl zukam.	NN
Gegner auf Gegner suchte man anzuwerben, Freund auf Freund abtrünnig zu machen, um selbst wohl geborgen im Hinterhalte dem Ringen der emporstrebenden Nationen Einhalt tun zu können.	RP
Und das alles letzten Endes nicht großer nationaler, sondern geschäftlicher Interessen halber.	NN
Wo man im friedlichen Wettstreite nicht mehr mitkommen konnte, da führte man politische Ränke ins Feld.	NN
Man sah bei uns die grenzenlose Ungerechtigkeit, die darin lag, daß — falls es zum Kampfe kommen sollte — Deutschland für seine Existenz, England für schnöden wirtschaftlichen Gewinn fechten würde.	NN
Hier Volk in Waffen, hier Söldnerheer!	NN
England hatte das Leben von angeworbenen Mietlingen, von Abenteurern, die sich nicht aus Patriotismus sondern handwerksmäßig für den Krieg hergaben, einzusetzen gegen ein Volk, bei dem jeder Familienvater, jeder Ernährer seiner Eltern,jeder, der überhaupt eine Waffe tragen konnte, Gut und Blut für sein Land aufs Spiel setzte.	NN
Wieviel größer der Jammer eines Krieges einerlei welchen Ausganges für ein solches Land!	NN
Das war kein gleicher Einsatz, ebensowenig wie die Ursachen eines Krieges das gleiche sittliche Gewicht hatten.	NN
Wenn daher in Deutschland schon vor dem Kriege vielfach Erbitterung gegen England herrschte, so kann man ihr die Berechtigung nicht absprechen.	RP
Auf die inneren Gründe einzugehen, die die französisch-russische Alliance zusammen brachten, ist überflüssig, sie liegen ja klar zutage.	RP
