text	stwr
Es bleibt indessen noch immer viel zu wünschen übrig.	NN
Der gewöhnliche Vorwurf, den man solchen Unternehmungen macht, daß sie den Dilettantismus und die Oberflächlichkeit begünstigen, weil sie das Lernen zu leicht und zu bequem mache », hat ungefähr ebensoviel Begründung, als die Vorwürfe gegen die Eisenbahnen, daß sie die Romantik des Spazierengehens und die Pferdezucht untergraben.	IS
Gewiß hat die Mühe des Studirens einen sehr günstigen Einfluß auf die Durchbildung des Geistes; aber das ist durchaus kein Grund, die Mittel zu verschmähen, durch welche diese Schwierigkeiten aufgehoben werden.	NN
Nur in einem Punkt wäre der Vorwurf begründet, wenn nämlich das Conversationslexikon, wie sein Name ursprünglich ausdrückt, darauf ausginge, fertige Urtheile zum bequemen Handgebrauch zu liefern, und dadurch Ignoranten in der gewöhnlichen Conversation den Schein der Bildung zu verleihen.	NN
Das Conversationslexikon hat vielmehr die Aufgabe, positive Kenntnisse zu verbreiten, für jede technische und naturhistorische Erscheinung die vorläufige Realdefinition zu geben und die Quelle nachzuweisen, in der man nähere Auskunft findet, und bei historischen Erscheinungen gleichfalls zur Orientirung über Zeit, Ort und Quellen beizutragen.	NN
Des Raisonnements und der Reflexion soll sich das Conversationslexikon völlig enthalten, soweit es nicht vollendete Thatsachenbetrifft.	NN
Es soll keine Gelegenheit geben, über das zu urtheilen, was man nicht versteht oder nicht kennt, sondern es soll positive Kenntniß vermitteln.	IS
Vielleicht am schwierigsten sind in dieser Beziehung die Artikel aus der Geschichte der Literatur und Kunst zu bearbeiten, wo man ohne ein Urtheil schwerlich auch nur den Thatbestand erschöpfend darstellen kann; aber man muß dieses Ziel wenigstens vor Augen halten.	NN
So könnte, um nur ein einzelnes Beispiel anzuführen, in dem Artikel über Beethoven auf demselben Raum, wenn man das Raisonnement, das der unkundige Leser doch nicht würdigen kann, ausgelassen hätte, viel mehr positive Kenntniß vermittelt worden sein.	NN
— Wir behalten uns vor, noch einmal darauf zurückzukommen.	NN
Hier beschränken wir uns auf einen einzelnen Punkt.	NN
Eine der wichtigsten Berichtigungen jeder neuen Ausgabe sind die Artikel über noch lebende Zeitgenossen aus dem politischen, literarischen oder künstlerischen Gebiet.	RP
Der natürlichste Weg, hier die nöthigsten biographischen Notizen zusammenzubringen, ist der, daß man sich bei den Personen selbst Raths erholt, wie das auch in den meisten Fällen sichtlich geschehen ist.	RP
Allein im Interesse des Lexikons selbst verlangen diese Artikel denn doch noch eine sorgfältige Redaction, und diese finden wir nichtimmer.	NN
Wir wollen nur ein Beispiel geben.	NN
„ Hauenschild( Richard Georg, Spiller von), als Dichter bekannter unter dem Namen Max Waldau, ist in Breslau 24. März 1822 geboren.	DS
Da die Absicht seines Vaters, ihn einem Cadettenhause zu übergeben, durch dessen frühen Tod vereitelt wurde, lebte er bei seiner Mutter und seinem Großvater in dem kleinen schlesischen Städtchen Katscher, denn bei einem benachbarten Geistlichen, der ihm außer den Elementen der Wissenschaft eine Menge theologisches Wissen beibrachte, bis er endlich das Gymnasium bezog.	DS
Mit Interesse betrieb er hier nur Geschichte; das Griechische nur desThucydides, das Lateinische nur des Tacitus wegen.	DS
Da er sich in den gewöhnlichen Gang des Schullebens wenig fügte, so wechselte er mehrmals das	DS
Gymnasium, begann dann in Breslau das Studium der Rechte und Kameralwissenschaften, das aber bald gegen die Beschäftigung mit neueren Sprachen, Geschichte und Philosophie in den Hintergrund trat.	DS
