text	stwr
» Noch besser, verwischen! vertilgen! «	DS
» Doch erst, wenn ganz Florenz es gesehen haben wird, nicht wahr, Freunde? « rief Filippo.	DS
» Greift nur in euer Herz, meine geliebten, schadenfrohen, in Zorn und Tränen noch lachendenFlorentiner, das größte Aufsehen wird nicht eures jüngsten Meisters erstes, nicht sein zweites, sein drittes Bild wird es erregen! «	DS
Masaccio hatte die Arme verschränkt.	NN
Finster und gequält haftete sein Blick auf diesem dritten, den Menschen abstoßenden, den Meister zur Bewunderung zwingenden Bilde.	NN
» Das Werk des Hasses! « sprach er langsam mit laut tönender Stimme.	DS
» Des Hasses, der einst Liebe war; ihr Kind und ihr Widerspiel.	DS
Da ist das heilige Licht der Schönheit in diesem Weibe bis auf den letzten Schimmer ausgetilgt ...	DS
Nicht mehr schön!... «	DS
Es klang wie Trauern um ein Gestorbenes.	NN
» Und doch unverkennbar sie!... Alles dahin, was sie reizvoll machte und begehrenswert, verwelkt die Blühende, entadelt die Königliche.	DS
Ins Gemeine heruntergezerrt, was wir angebetet haben... Dein größtes Kunststück, Maler!	DS
Deine schnödeste Rache, verschmähterLiebhaber!	DS
Nichts lässest du uns übrig für die Gesunkene, nicht einmal den Bettelpfennig des Mitleids.	DS
Sie weiß es.	DS
Kein süßer Wahn umschmeichelt sie, Bitterkeit und Verzweiflung sind des Triumphliedes Ende.	DS
Sie hat ihrem Köcher den letzten Pfeil entnommen– er ist stumpf.	DS
Der letzten Enttäuschung wird sie ihn nachsenden ins Leere.	DS
Mit entnervtem Arm spannt sie den Bogen...	DS
Du Schrecklicher!	DS
Hier hast du die Schönheit gemordet, die Liebe. «	DS
Antonio hatte jeden Laut, Lob und Vorwurf, dürstend eingesogen.	RP
Ein Echo dessen, was er in sein Werk hineingelegt, tönten ihm die Worte des Meisters entgegen.	RP
Alles Gute, alles Böse war von dem verstanden und nachgefühlt worden.	NN
So wie er wird die Welt es verstehen und nachfühlen, es wird ins Bewußtsein treten, ins Leben!	NN
Und nun, als wäre die Rede Masaccios der Halt gewesen, an dem er sich aufgerichtet hatte, stürzte er, da jener schwieg, plötzlich zusammen.	RP
Einige Stunden später war in der Stadt die Kunde verbreitet, daß ein junger unbekannter Maler mit seinem Erstlingsbilde die Werke der großen Meister übertroffen habe.	IS
Das Gemälde sei zu Uccello gebracht worden, der ihm in seinem Häuschen eine Stube eingeräumt; dort könne man es sehen.	indirect freeIndirect
Traurig nur und ewig schade, daß dem Schöpfer der erstaunlichen Arbeit die ruhmreiche Zukunft nicht blühen werde, die ein solcher Beginn verheiße.	NN
Er lag sterbend im Kloster der Karmeliter.	NN
Jeden Augenblick konnte das Totenglöcklein sein Ende verkündigen.	NN
Der Zudrang zu dem neuen Wunder der Kunst war ungeheuer.	NN
Nicht weniger allgemein aber als die Begeisterung, die es erregte, war der Tadel, den es erfuhr.	RP
Schnöde entstellen, wie auf dem letzten der Gemälde des Triptychons, hätte Antonio das Schönheitskleinod der Stadt nichtdürfen, die Braut des jungen Montanini.	indirect freeIndirect
Ein verlegenes Geflüster ging von Mund zu Mund, als man unter den Neugierigen, die in das Haus Uccellos gekommen waren, Bernardino und seine Mutter bemerkte.	RP
Sie hatten das Bildnis, das, Stadtgespräch geworden, das Hauptinteresse von Florenz auszumachen schien, auch sehen wollen.	RP
Nun standen sie davor– Bernardino ganz versteinert, Madonna Isotta wie aufs Haupt geschlagen.	NN
Ihre zukünftige Schwiegertochter hatte sich dazu hergegeben, als Diana auf der Männerjagd dargestellt zu werden.	NN
Schrecknis über alle Schrecknisse!	FI
Wußte sie denn nicht, daß damit jede Verbindung zwischen ihr und dem edlen und frommen Hause, in das sie als Herrin hätte einziehen sollen, abgeschnitten war?	FI
