text	stwr
Des freun sich alle Leute;	DS
Und wär' das Kindelein nicht geborn,	DS
So wären wir alle zusammen verlorn:	DS
Das Heil ist unser aller.	DS
O du mein liebster Jesu Christ,	DS
Der du als Mensch geboren bist,	DS
Erlös uns von der Hölle!	DS
Der Mann am Hange war in die Knie gesunken und versuchte mit zitternder Stimme einzufallen; es ward nur ein lautes Schluchzen daraus, und schwere, heiße Tropfen fielen in den Schnee.	RP
Die zweite Strophe begann; er betete leise mit; dann die dritte und vierte.	RP
Das Lied war geendigt und die Lichter in den Häusern begannen sich zu bewegen.	NN
Da richtete der Mann sich mühselig auf und schlich langsam hinab in das Dorf.	NN
An mehreren Häusern keuchte er vorüber, dann stand er vor einem still und pochte leise an.	NN
» Was ist denn das? « sagte drinnen eine Frauenstimme; » die Türe klappert und der Wind geht doch nicht. «	DS
– Er pochte stärker:	NN
» Um Gottes willen, laßt einen halberfrorenen Menschen ein, der aus der türkischen Sklaverei kommt! «	DS
– Geflüster in der Küche.	RP
» Geht ins Wirtshaus, « antwortete eine andere Stimme, » das fünfte Haus von hier! «	DS
– » Um Gottes Barmherzigkeit willen, laßt mich ein!	DS
Ich habe kein Geld. «–	DS
Nach einigem Zögern ward die Tür geöffnet und ein Mann leuchtete mit der Lampe hinaus.	NN
– » Kommt nur herein! « sagte er dann, » Ihr werdet uns den Hals nicht abschneiden. «	DS
In der Küche befanden sich außer dem Manne eine Frau in den mittlern Jahren, eine alte Mutter und fünf Kinder.	NN
Alle drängten sich um den Eintretenden her und musterten ihn mit scheuer Neugier.	NN
Eine armseligeFigur!	FI
Mit schiefem Halse, gekrümmtem Rücken, die ganze Gestalt gebrochen und kraftlos; langes, schneeweißes Haar hing um sein Gesicht, das den verzogenen Ausdruck langen Leidens trug.	NN
Die Frau ging schweigend an den Herd und legte frisches Reisig zu.	NN
– » Ein Bett können wir Euch nicht geben , « sagte sie; » aber ich will hier eine gute Streu machen; Ihr müßt Euch schon so behelfen. «	DS
– » Gott's Lohn! « versetzte der Fremde; » ich bin 's wohl schlechter gewohnt. «	DS
– Der Heimgekehrte ward als Johannes Niemand erkannt, und er selbst bestätigte, daß er derselbe sei, der einst mit Friedrich Mergel entflohen.	IS
Das Dorf war am folgenden Tage voll von den Abenteuern des so lange Verschollenen.	RP
Jeder wollte den Mann aus der Türkei sehen, und man wunderte sich beinahe, daß er noch aussehe wie andere Menschen.	IS
Das junge Volk hatte zwar keine Erinnerungen von ihm, aber die Alten fanden seine Züge noch ganz wohl heraus, so erbärmlich entstellt er auch war.	RP
» Johannes, Johannes, was seid Ihr grau geworden! « sagte eine alte Frau.	DS
» Und woher habt Ihr den schiefen Hals? «	DS
– » Vom Holz- und Wassertragen in der Sklaverei, « versetzte er.	DS
– » Und was ist aus Mergel geworden?	DS
Ihr seid doch zusammen fortgelaufen? «	DS
– » Freilich wohl; aber ich weiß nicht, wo er ist, wir sind voneinander gekommen.	DS
Wenn Ihr an ihn denkt, betet für ihn, « fügte er hinzu, » er wird es wohl nötig haben. «	DS
Man fragte ihn, warum Friedrich sich denn aus dem Staube gemacht, da er den Juden doch nicht erschlagen?	IS
– » Nicht? « sagte Johannes und horchte gespannt auf, als man ihm erzählte, was der Gutsherr geflissentlich verbreitet hatte, um den Fleck von Mergels Namen zu löschen.	reported;direct
