text	stwr
Der Kaufmann las:	NN
» Es waren natürlich sehr verschiedene Arten von Beziehungen.	DS
Mit der einen lebte ich beinahe wie in einer Ehe, durch viele Monate.	DS
Mit der anderen war es ungefähr das, was man ein tolles Abenteuer zu nennen pflegt.	DS
Mit der dritten kam es gar so weit, daß ich mit ihr gemeinsam in den Tod gehen wollte.	DS
Die vierte habe ich die Treppe hinunter geworfen, weil sie mich mit einem anderen betrog.	DS
Und eine war meine Geliebte nur ein einziges Mal.	DS
Atmet Ihr alle zugleich auf, meine Teuern?	DS
Tut es nicht.	DS
Es war vielleicht die schönste Stunde meines... und ihres Lebens.	DS
So meine Freunde.	DS
Mehr habe ich Euch nicht zu sagen.	DS
Nun falte ich dieses Papier zusammen, lege es in meinen Schreibtisch, und hier mag es warten, bis ich 's in einer anderen Laune vernichte, oder bis es Euch übergeben wird in der Stunde, da ich auf meinem Totenbette liege.	DS
Lebt wohl. «	DS
Der Arzt nahm dem Kaufmann den Brief aus der Hand, las ihn anscheinend aufmerksam vom Anfang bis zum Ende.	NN
Dann sah er zum Kaufmann auf, der mit verschränkten Armen dastand und wie höhnisch zu ihm heruntersah.	NN
» Wenn Ihre Frau auch im vorigen Jahre gestorben ist, « sagte der Arzt ruhig, » deswegen bleibt es doch wahr. «	DS
Der Dichter ging im Zimmer auf undab, warf einige Male den Kopf hin und her, wie in einem Krampf, plötzlich zischte er zwischen den Zähnen hervor » Kanaille « und blickte dem Worte nach, wie einem Ding, das in der Luft zerfloß.	DS
Er versuchte sich das Bild des jungen Wesens zurückzurufen, das er einst als Gattin in den Armen gehalten.	RP
Andere Frauenbilder tauchten auf, oft erinnerte und vergessen geglaubte, gerade das erwünschte zwang er nicht hervor.	RP
Denn seiner Gattin Leib war welk und ohne Duft für ihn, und allzu lange war es her, daß sie aufgehört hatte ihm die Geliebte zu bedeuten.	NN
Doch anderes war sie ihm geworden, mehr und edleres: eine Freundin, eine Gefährtin; voll Stolz auf seine Erfolge, voll Mitgefühl für seine Enttäuschungen, voll Einsicht in sein tiefstes Wesen.	NN
Es erschien ihm gar nicht unmöglich, daß der alte Junggeselle in seiner Bosheit nichts anderes versucht hatte, als ihm, dem insgeheim beneideten Freunde die Kameradin zu nehmen.	NN
Denn all jene anderen Dinge,– was hatten sie im Grunde zu bedeuten?	NN
Er gedachte gewisser Abenteuer aus vergangener und naher Zeit, die ihm in seinem reichen Künstlerleben nicht erspart geblieben waren, und über die seine Gattin hinweggelächelt oder -geweint hatte.	RP
Wo war dies heute alles hin?	FI
So verblaßt, wie jene ferne Stunde, da seine Gattin sich in die Arme eines nichtigen Menschen geworfen, ohne Überlegung, ohne Besinnung vielleicht; so ausgelöscht beinahe, wie die Erinnerung dieser selben Stunde in dem toten Haupt, das da drinnen auf qualvoll zerknülltem Polster ruhte.	RP
Ob es nicht sogar Lüge war, was in dem Testament geschrieben stand?	FI
Die letzte Rache des armseligen Alltagsmenschen, der sich zu ewigem Vergessen bestimmt wußte, an dem erlesenen Mann, über dessen Werke dem Tode keine Macht gegeben war?	FI
Das hatte manche Wahrscheinlichkeit für sich.	NN
Aber wenn es selbst Wahrheit war,– kleinliche Rache blieb es doch und eine mißglückte in jedem Fall.	NN
