text	stwr
16.	NN
Der Besenbinderjunge.	NN
Es war einmal ein reicher Kaufmann, der ging eines Tages in einem Walde spazieren.	NN
Da begegnete ihm die Zauberin und fragte ihn, wohin er wolle?	IS
Er erwiederte, er wolle nur ein wenig spazieren gehn.	IS
Darauf fragte sie weiter, was er daran wende, wenn sie ihn glücklich mache?	IS
Der Kaufmann meinte, die alte Frau könne ihn wohl nicht glücklich machen.	IS
Aber die Zauberin gab ihm eine Lilie und sagte: in dem Walde läge ein Schloß, zu diesem solle er hingehn und mit der Lilie das Thor aufschließen; in dem Schlosse wäre ein langer Gang, in diesem solle er hinausgehn, dann werde er zu einer Stelle kommen, wo zwei » Geld rührten; « dabei läge ein großer Hund auf einem Kessel, der ihn grimmig anblicken würde.	IS
Die beiden solle er dann fragen, ob er sie nicht erlösen könne.	indirect freeIndirect
Der Kaufmann that, wie ihm geheißen war, und fand auch alles so, wie ihm die Zauberin gesagt hatte.	RP
Als er die beiden, welche das Geld rührten, fragte, ob er sie nicht erlösen könne, antworteten sie, er könne das nicht, nur ein armer, unschuldiger Knabe vermöge sie zu erlösen.	IS
Darauf fragte sie der Kaufmann, ob sie ihm nicht drei Stücke Geld umwechseln wollten.	IS
Sie waren dazu gern bereit und gaben ihm für seine drei Stücke Geld drei Goldstücke.	NN
Als er zurückkam, war die Zauberin wieder da und sagte ihm, er solle drei Tage hinter einander jedes Mal am Morgen eins der drei Goldstücke irgendwo hinlegen; wer dann das Geld fände, der könne die beiden erlösen.	IS
Der Kaufmann that das.	NN
Am ersten Morgen kam ein Besenbinderjunge, der fand das hingelegte Goldstück und steckte es bei.	NN
Der Kaufmann aber befahl dem Jungen, er solle den nächsten Tag ihm noch eine Tracht Besen bringen, und legte das zweite Goldstück so hin, daß er es finden muste.	IS
Am dritten Morgen kam der Junge mit seinen Besen wieder und fand auch das dritteGoldstück.	NN
Darauf fragte ihn der Kaufmann, ob er nicht Lust hätte die Kaufmannschaft zu erlernen.	IS
Der Junge wollte Anfangs nicht und meinte, er sei ja nur ein armer Besenbinderjunge und habe kein Geld, darum könne er auch nicht Kaufmann werden; doch der Kaufmann redete ihm so lange zu, bis er endlich einwilligte und zu ihm in die Lehre ging.	reported;indirect
Nachdem er eine Zeit lang bei dem Kaufmanne gewesen war, nahm ihn dieser eines Tages mit in den Wald.	NN
Die Zauberin kam wieder daher und sagte zu ihnen, sie sollten zu dem Schlosse gehn, aber ein schwarzes Huhn mitnehmen, welches keinen Schwanz habe(	IS
en stûphaun	IS
) und dasselbe neben den Hund auf den Kessel setzen.	IS
Als sie dahin gekommen waren, wo die beiden rührten, und das Huhn auf den Kessel gesetzt hatten, sprang dieses den Rührenden auf die Hände und hackte sie.	NN
Alsbald waren beide verschwunden; nun sprang das Huhn dem Hunde auf den Kopf und » hackte sich auch mit diesem lange herum, « bis er endlich wich.	NN
» Als nun alles weg war, « nahmen sie das Geld und gingen damit nach Hause.	NN
Sie haben nachher vielen armen Leuten davon Gutes gethan.	NN
