text	stwr
Es verschwand nicht mehr so oft und nicht mehr auf so lange Zeit wie früher Nach einer Weile vernahmen sie in der stillen blauen Luft schwach, sehr schwach etwas wie einen lange anhaltenden Ton aus einem Hirtenhorne.	NN
Wie aus Instinkt schrieen beide Kinder laut.	NN
Nach einer Zeit hörten sie den Ton wieder.	NN
Sie schrieen wieder, und blieben auf der nämlichen Stelle stehen.	NN
Das Feuer näherte sich auch.	NN
Der Ton wurde zum dritten Male vernommen, und dieses Mal deutlicher.	NN
Die Kinder antworteten wieder durch lautes Schreien.	NN
Nach einer geraumen Weile erkannten sie auch das Feuer.	NN
Es war kein Feuer, es war eine rote Fahne, die geschwungen wurde.	NN
Zugleich ertönte das Hirtenhorn näher, und die Kinder antworteten.	NN
» Sanna, « rief der Knabe, » da kommen Leute aus Gschaid, ich kenne die Fahne, es ist die rote Fahne, welche der fremde Herr, der mit dem jungen Eschenjäger den Gars bestiegen hatte, auf dem Gipfel aufpflanzte, daß sie der Herr Pfarrer mit dem Fernrohre sähe, was als Zeichen gälte, daß sie oben seien, und welche Fahne damals der fremde Herr dem Herrn Pfarrer geschenkthat.	DS
Du warst noch ein recht kleines Kind. «	DS
» Ja, Konrad. «	DS
Nach einer Zeit sahen die Kinder auch die Menschen, die bei der Fahne waren, kleine schwarze Stellen, die sich zu bewegen schienen.	NN
Der Ruf des Hornes wiederholte sich von Zeit zu Zeit, und kam immer näher.	NN
Die Kinder antworteten jedes Mal.	NN
Endlich sahen sie über den Schneeabhang gegen sich her mehrere Männer mit ihren Stöcken herabfahren, die die Fahne in ihrer Mitte hatten.	NN
Da sie näher kamen, erkannten sie dieselben.	NN
Es war der Hirt Philipp mit demHorne, seine zwei Söhne, dann der junge Eschenjäger, und mehrere Bewohner von Gschaid.	NN
» Gebenedeit sei Gott, « schrie Philipp, » da seid ihr ja.	DS
Der ganze Berg ist voll Leute.	DS
Laufe doch einer gleich in die Sideralpe hinab, und läute die Glocke, daß die dort hören, daß wir sie gefunden haben, und einer muß auf den Krebsstein gehen und die Fahne dort aufpflanzen, daß sie dieselbe in dem Tale sehen, und die Pöller abschießen, damit die es wissen, die im Millsdorfer Walde suchen, und damit sie in Gschaid die Rauchfeueranzünden, die in der Luft gesehen werden, und alle, die noch auf dem Berge sind, in die Sideralpe hinab bedeuten.	DS
Das sind Weihnachten! «	DS
» Ich laufe in die Alpe hinab «, sagte einer.	DS
» Ich trage die Fahne auf den Krebsstein «, sagte ein anderer.	DS
» Und wir werden die Kinder in die Sideralpe hinab bringen, so gut wir es vermögen, und so gut uns Gott helfe «, sagte Philipp.	DS
Ein Sohn Philipps schlug den Weg nach abwärts ein, und der andere ging mit der Fahne durch den Schnee dahin.	NN
Der Eschenjäger nahm das Mädchen bei der Hand, der Hirt Philipp den Knaben.	NN
Die andern halfen, wie sie konnten.	NN
So begann man den Weg.	NN
Er ging in Windungen Bald gingen sie nach einer Richtung, bald schlugen sie die entgegengesetzte ein, bald gingen sie abwärts, baldaufwärts.	NN
Immer ging es durch Schnee, immer durch Schnee, und die Gegend blieb sich beständig gleich.	NN
Über sehr schiefe Flächen taten sie Steigeisen an die Füße, und trugen die Kinder.	NN
